formula,bg,formation_energy,mp-id
Al4Cl12,6.728762,,
Cu4Cl16Al4,4.527765,,
Cu2Al2Cl8,4.380047,,
S8N4Al4Cl16,3.119265,,
S8N8Al4Cl16,2.212489,,
Sb8Se8Al4Cl16,1.71287,,
Sb10Se10Al2Cl8,1.832722,,
I2Al2Cl12,3.452698,,
I12Cl24Al4,2.690537,,
N4S8Cl24Al4,2.883206,,
S2Cl14Al2,3.989362,,
Se2Cl14Al2,2.987178,,
Nb2Al2Cl16,3.208821,,
La6Cr2Al2S14,0.8583259999999999,,
Cs4Cu4Al4F24,4.479097,,
Al4D16Cs4,6.028108,,
Cs2Al2F8O4H8,8.472137,,
Cs4Pd4Al4F24,3.669237,,
Cs2Al2N8H16,4.57866,,
Te12Cs4Al4,2.067242,,
Al2Na2Cs4F12,8.961626,,
Te12Cs12Al4,2.921594,,
Cs12Al2Sb8K6,1.25775,,
Cs12Al2Sb6,1.044227,,
K4Cu4Al4F24,4.563502,,
Cu1Al1O2,3.355023,,
Cu2Al2O4,3.423551,,
Cu2Al2O4,3.502186,,
Cu2Al2S4,3.038984,,
Cu2Al2Se4,2.083205,,
Cu2Al2Te4,1.880803999999999,,
Sr1Al1Ge1D1,1.12663,,
Sr1Al1Si1D1,1.080394,,
Al4D12,4.214296,,
Li4Al4D16,5.312943,,
Na2Li1Al1D6,3.787144,,
Al1F3,9.697908,,
Al6F18,9.874797,,
Al3F9,9.7954,,
Al2F6,10.022585,,
Al2F6,10.05277,,
Al16F48,9.688452,,
Al10F30,9.75373,,
Mn4Al4F20,6.107873,,
Al4Mn4F20,6.13301,,
Al1Li1K2F6,9.646736,,
K2Al1F6Li1,9.644356,,
K2Al1Na1F6,9.111691,,
Na4K8Al4F24,9.147908,,
Li2Pd2Al2F12,3.994774,,
Rb4Pd4Al4F24,3.584157,,
Na4Mg2Al2F14,8.969127,,
Na4Mg2Al2F14,8.967614,,
Na4Mg2Al2F14,8.97024,,
Na4Mg2Al2F14,8.971328999999999,,
Pb6Al2F18O2H4,6.092047,,
Fe8Al8O24,3.615348,,
Y6Fe2Al2S14,3.137348,,
Al1V1Fe2,1.220552999999999,,
Li1Al1Ge1,0.464919,,
Si4Al2O14Li2H2,5.371637,,
Al2S2O10H2,7.727687,,
Al1Sr1H3,0.364076,,
Al2H6,3.579317,,
Al4Li4H16,5.572689,,
I2Al2O8H12,5.464676000000001,,
Li2Al2K4H12,3.612717,,
La1Al1H6,3.3587689999999992,,
Al2Na6H12,3.987738,,
K2Al2N8H16,4.540174,,
Al4I12,4.197041,,
Sb2Al2I12,2.916677,,
Te2I14Al2,2.587967,,
I32Al4P4,2.253915,,
Al6In6Se18,1.119626,,
Al4K4O8,5.287889,,
Al2K2O4,4.486168,,
K4Al4Sb16,0.8585179999999991,,
K2Al2Te4,2.483835,,
K4Li2Al2P4,2.684185,,
K4Na2Al2P4,2.329582,,
K6Al2O6,4.239724,,
K12Al4Se12,3.340181,,
K12Al4Te12,2.9016070000000003,,
K12Al2Sb8Na6,1.28874,,
La6Mg2Al2S14,3.415463,,
La6Mn2Al2S14,3.014137,,
La6Ni2Al2S14,2.536749,,
La6V2Al2S14,2.459211,,
La6Zn2Al2S14,3.461313,,
Na8Al4P8Li4,2.580638,,
Al2P4Li2S12,3.742507,,
Li1Al1Si1,0.519257999999999,,
Te4Al2Li2,3.130783,,
N16Al8Li24,4.147426,,
Y6Mn2Al2S14,3.042578,,
Mo4V4Al4O28,3.35424,,
Al1N1,5.959914,,
Al2N2,4.707983,,
Al2N2,4.691554,,
Al2N2,5.578156,,
Al1N1,4.553951,,
S12P4Al2Na2,3.720741,,
Na4Sr8Al4P12,0.964721,,
Na8Al8Se16,3.283779999999999,,
Na2Al2Se4,3.174374,,
Na2Al2Te4,1.93803,,
P4Al2Na6,2.211055,,
Al4S12Na12,4.2512240000000014,,
Na12Al4Se12,3.413674,,
Na12Al4Te12,2.852661999999999,,
Al1Nb1Ru2,0.226081,,
Y6Ni2Al2S14,2.811042,,
Al1O1,-0.054436,,
Tl6Al6O12,3.34681,,
Rb6Al2O6,4.017992,,
Al1P1O4,4.895862,,
Al1P1O4,0.862471,,
Al3P3O12,0.582433,,
Tl4Si4Al4O16,5.082682,,
Al2W2O8,2.290613,,
Al2P2S8,3.744152,,
P2S8Al2,4.024227,,
P1Al1S4,3.79419,,
Al1P1,2.326595,,
Al2P2,2.689678,,
Al1P1,2.327076,,
Al4Si4P12,0.861939999999999,,
Rb12Al2Sb6,0.772775999999999,,
Tl8Al8S16,2.601421,,
Al1Sb1,1.875019,,
Al4Sr12Sb12,1.066247999999999,,
Tl2Al2Se4,1.081251,,
Tl8Al8Se16,2.201911,,
Te6Al2Si2,1.83382,,
