formula,bg,formation_energy,mp-id
Y13Ho19O48,4.182600000000001,-3.9973242730624983,mp-758033
EuHfF7,0.1365,-3.995370638333335,mp-1212722
SrMgF4,6.6872,-3.9946967733333323,mp-561022
Y11Tm5O24,4.227600000000001,-3.993491290500002,mp-766009
HoLuO3,4.9114,-3.993262638833333,mp-770472
KYF4,6.9712,-3.993005433060185,mp-28726
UF3,0.2155,-3.992617684583336,mp-18299
Lu4Zr3O12,4.1179,-3.991836509824567,mp-1222825
NaSmF4,0.0,-3.9918334588888893,mp-1220915
EuZr3F15,3.953,-3.9901726643421123,mp-532491
NaLaF4,6.105700000000001,-3.989606001388889,mp-1220826
Y2Hf2O7,3.4628,-3.989558998636363,mp-561442
Th2ZrUO8,0.0,-3.989159204999998,mp-1217355
DyLuO3,4.967,-3.989102142666665,mp-756469
Dy11Y5O24,3.963199999999999,-3.9886371067083313,mp-766279
KSmF4,7.211699999999999,-3.988549810791662,mp-17697
LaLuO3,4.452500000000001,-3.988481201333332,mp-22220
Ba2TiOF6,3.9,-3.988466961833334,mp-561256
TbLuO3,4.9973,-3.986720298666666,mp-754145
BaMgF4,6.800499999999999,-3.986340862499998,mp-14568
Ba3SrMg4F16,6.687799999999999,-3.986037988333333,mp-1228153
MgZrF6,6.5306999999999995,-3.984790553124999,mp-1025460
Ba7(ClF6)2,6.0482,-3.9843349766666663,mp-23547
Tm4Zr3O12,4.1281,-3.982846345789477,mp-1216821
Tb2O3,3.9006,-3.9821810734166663,mp-1056
Nd2Hf2O7,4.0703,-3.98081208681819,mp-1190845
TmScO3,4.4168,-3.980072895500001,mp-1207696
Sm4(OF2)3,2.8324000000000003,-3.9788607984615383,mp-1173604
KNdF4,7.126,-3.9776507503749983,mp-1211343
Y2HfO5,4.3829,-3.977348098750001,mp-755537
BaLiZr2F11,5.7585,-3.9773184472222223,mp-555845
Y13Tm3O24,4.1484,-3.977264023500001,mp-766258
Hf3Sc4O12,4.2033,-3.976916652105265,mp-766090
BaTiF6,4.3236,-3.974811880416666,mp-8291
Na2Sr7Al6F34,6.957199999999999,-3.9737082610767063,mp-555865
Dy3Y5O12,4.1693,-3.973016534250001,mp-752458
Ba2SrMg4F14,6.6106,-3.9723460679761913,mp-1198727
NaNdF4,7.0629,-3.9721478168055553,mp-1220999
ErScO3,4.4171,-3.972024329499999,mp-1212985
EuAlF5,0.7047999999999991,-3.971933438482144,mp-1202507
Er2ThOF10,0.9685,-3.971769347499999,mp-1225774
CaTiF6,4.5826,-3.971624565416666,mp-27315
GdErO3,3.2641,-3.971349480249999,mp-766236
Y7TmO12,4.2212,-3.968920960499999,mp-766267
Sc2O3,3.8235,-3.968732640749999,mp-216
KPrF4,7.1334,-3.9681586006527763,mp-18040
Ba6Mg7F26,6.8522,-3.968096017564103,mp-18549
Er4Zr3O12,4.1461,-3.966801711578951,mp-1225650
Y13Ho3O24,4.164899999999999,-3.966479024625,mp-765476
La2HfO5,4.304399999999999,-3.966440516875002,mp-768234
La2PbF8,5.3332,-3.9664301354545453,mp-676816
DyY3O6,4.0217,-3.966317363416665,mp-757197
YLuO3,3.3403,-3.965580118333333,mp-754226
Ba6Eu(ClF6)2,0.0,-3.965430515476189,mp-556702
HoScO3,4.476,-3.965070402999999,mp-31121
Rb2Hf3OF12,6.2789,-3.9629965722222202,mp-17256
HoTmO3,4.4948,-3.962808583,mp-1178178
Y7HoO12,4.208,-3.9621956832500023,mp-762307
BaNaZr2F11,5.699199999999999,-3.962168267591953,mp-561234
LaTmO3,4.414,-3.9616170855000012,mp-13374
DyScO3,4.459799999999999,-3.9610557008333322,mp-31120
Y15TmO24,4.1426,-3.96091708125,mp-757001
DyY7O12,4.1886,-3.959664393333334,mp-766292
DyTmO3,4.8481000000000005,-3.959497251833333,mp-752435
Ba7BrClF12,5.6222,-3.957589365,mp-1214422
Ce5O9,0.0,-3.9571209660714253,mp-32613
TbScO3,4.4378,-3.957052406333332,mp-31119
TbTmO3,4.568899999999999,-3.956368470833335,mp-756762
RbCaZrF7,5.856199999999999,-3.95563210225,mp-1209261
Ho4Zr3O12,4.132,-3.955569812631579,mp-1224122
Y6UO12,1.9558,-3.955267867894736,mp-27698
RbNdF4,6.8626000000000005,-3.9551193525,mp-1209225
NaPrF4,0.0,-3.954448028611111,mp-1220948
GdLuO3,3.1346,-3.954000719333332,mp-756424
Y2O3,4.097300000000001,-3.953871922749999,mp-2652
KGdF4,4.3628,-3.953526257041667,mp-1211415
SmLuO3,4.7782,-3.953322614833333,mp-1101371
LaScO3,3.8973,-3.950563377999999,mp-31116
Ba2Mg3F10,6.9595,-3.9497896729999993,mp-541162
HoErO3,3.0794,-3.9493829286666653,mp-770415
NaGdF4,4.4911,-3.948421923333332,mp-1221034
Yb4Zr3O12,0.0,-3.9470799563157892,mp-1215736
DyErO3,3.0953,-3.946876731666664,mp-772188
RbPrF4,6.8588000000000005,-3.946650394861105,mp-1209185
SmY15O24,4.112399999999999,-3.946509419625,mp-757791
Gd3Y13O24,3.4815,-3.941990615999999,mp-1224723
YScO3,3.1392,-3.941366084666667,mp-769007
KCeF4,0.04,-3.940926392458333,mp-504644
Ce11O20,0.0,-3.939762349032259,mp-505619
La6UO12,1.9728,-3.939659098421054,mp-19992
Sr15Al6(OF24)2,1.0832,-3.939479865422535,mp-1218962
EuZrF7,0.139199999999999,-3.939335979444444,mp-1212789
BaCaTiF7,0.252799999999999,-3.9389559223333332,mp-1041344
CaHf4O9,4.4894,-3.9387402284821422,mp-558164
LaErO3,4.4376,-3.938616242,mp-7538
Ca2Hf7O16,4.3048,-3.938458758399999,mp-27221
Gd2HfO5,3.202299999999999,-3.938316614375001,mp-754041
La3YSc4O12,3.950799999999999,-3.938207599750001,mp-1223134
Ba6Mg11F34,6.6579,-3.9371352810784312,mp-30942
Lu3AlO6,4.5825000000000005,-3.936922857,mp-756742
Ce3UO8,0.0,-3.9366790949999992,mp-1226924
PuF4,0.0,-3.936220456416667,mp-1209625
Ce17O32,0.0,-3.934802147755101,mp-673643
Sr2Hf7O16,4.4407,-3.934111165199997,mp-757149
Ce13O24,0.0,-3.933344505135134,mp-684627
Ce2UO6,0.0,-3.932237947777777,mp-1226776
TbErO3,4.5065,-3.931199176833332,mp-756048
Gd3Y5O12,3.2729,-3.931125835499999,mp-757331
LaY3Sc4O12,4.214599999999999,-3.93066852925,mp-1222847
Y4TiSi2(O3F2)3,2.716699999999999,-3.9306460942424253,mp-554376
NdLuO3,4.8869,-3.9299927298333333,mp-1209937
BaBeF4,7.5555,-3.929139663333339,mp-12431
BaTiOF4,3.34,-3.9288870872619053,mp-16915
CeO2,1.8647,-3.9271761966666663,mp-20194
BaNaZrF7,6.0616,-3.9262212668879313,mp-560732
DyHoO3,3.0556,-3.926198935666664,mp-768145
CeHfO4,1.8084,-3.926053372916666,mp-770372
SmY3O6,3.9935,-3.924957691999997,mp-861109
GdTmO3,3.159,-3.924894951000001,mp-756030
SmTmO3,4.9205000000000005,-3.924406718000002,mp-776439
Y5U2O12,0.1154,-3.923434423157822,mp-760098
Ce6Y26O51,1.4873,-3.923153282831325,mp-530883
K2ThF6,6.3807,-3.921642413833328,mp-14193
SmScO3,4.366899999999999,-3.9212644594999992,mp-31118
GdScO3,3.1418,-3.920327644499998,mp-5690
Ce10Y22O53,1.8209,-3.919867537117645,mp-531564
Eu7(ClF6)2,0.5699000000000001,-3.919676888095239,mp-1190780
SrBeF4,7.523999999999999,-3.9188805175,mp-9726
Lu2TiO5,3.3452,-3.918367325520833,mp-771031
LaUO4,0.0,-3.9177180308333632,mp-1222723
Ce7O12,0.0,-3.917592265263155,mp-2629
LaHoO3,4.385499999999999,-3.917213721999999,mp-756166
Ce4DyO9,0.0,-3.917149528333333,mp-756309
Gd5Y3O12,3.065,-3.916968407,mp-752459
BaCaDy2F10,2.8364000000000003,-3.916222968809524,mp-1228037
Ce6Y2O15,1.819699999999999,-3.91562585695652,mp-758094
CsU6F25,0.077999999999999,-3.915473934364223,mp-556690
Y4Zr3O12,4.1146,-3.9153951457894722,mp-1216160
Tm2TiO5,3.2759,-3.914610188854153,mp-752579
U2F9,0.0,-3.914583259999998,mp-20276
PrLuO3,4.8757,-3.913910493666665,mp-21872
Ba12Cl5F19,5.9802,-3.913170230694445,mp-560641
Ca3Hf3AgF20,0.8421000000000001,-3.912165024691358,mp-1214066
U6TlF25,0.1118,-3.912118686497393,mp-1208161
Sm3Y5O12,3.9454,-3.912053223,mp-860969
La3U2O10,0.1081,-3.9118574056666673,mp-673814
RbScF4,5.9581,-3.911551707083333,mp-1209160
KScF4,6.0931,-3.9100464620416613,mp-28778
La6S3(OF4)2,2.6035,-3.9099562830263173,mp-1223425
La2Zr2O7,3.7346,-3.9093342250000003,mp-4974
TbHoO3,4.7786,-3.9093128473333323,mp-755740
Ce14Y18O55,1.683599999999999,-3.908403747298849,mp-531963
Ce4YO9,0.0,-3.9080529503571433,mp-773102
YErO3,4.544399999999999,-3.907949494999999,mp-755109
CeUO4,0.0,-3.905628621666665,mp-1226546
KTmBeF6,7.4658,-3.90547970413889,mp-1211245
Ba4OF6,3.8362,-3.90523325090909,mp-754354
Ce5Dy2O13,1.226099999999999,-3.9041030729166653,mp-753763
KLuBeF6,7.475899999999999,-3.902700769879628,mp-1211243
Y3U2O10,0.146699999999999,-3.902526849999996,mp-677237
RbTmBeF6,7.5112,-3.902476943055556,mp-1209090
YHoO3,3.0775,-3.901504207333332,mp-768889
Ce4GdO9,0.0,-3.901206871071427,mp-997498
Er2TiO5,3.3625,-3.900576050729167,mp-774567
SmErO3,4.8916,-3.9000115280000003,mp-754203
LaDyO3,4.401499999999999,-3.899716204333333,mp-756272
Ce2Y2O7,1.743999999999999,-3.899490467272726,mp-36699
KErBeF6,7.4221,-3.899479995805554,mp-1211447
NaU2F9,0.0,-3.899393981666669,mp-1220937
RbLuBeF6,7.551,-3.897784789907407,mp-1209222
Y9U5O28,0.024899999999999,-3.897711717857141,mp-762369
Lu3TaO7,3.417799999999999,-3.8973614883939383,mp-755660
RbErBeF6,0.0,-3.897341419166666,mp-1209268
PuPaO4,0.0,-3.8972000031249983,mp-675479
NdScO3,4.3025,-3.896463977999999,mp-31117
YUO4,0.0,-3.896070141666664,mp-27496
KHoBeF6,7.4029,-3.8959814002499993,mp-558826
Gd2O3,2.9411,-3.895411792000001,mp-504886
