formula,bg,formation_energy,mp-id
RbSbF6,6.59975,-2.907923034687501,mp-9821
NaPF6,9.771780000000001,-2.9074881047470242,mp-10474
CsMgPO4,6.1079799999999995,-2.906715185971147,mp-18329
TiNb3O6,0.893809,-2.903543185833335,mp-29699
Cs2SrP2O7,6.52816,-2.902520475716338,mp-14355
Ba2CaMoO6,2.85109,-2.9021457209999992,mp-19403
LiNbO3,4.4036800000000005,-2.899517651666666,mp-3731
NaAlP2O7,6.82203,-2.899156918924092,mp-16777
Ca4Cl6O,6.509270000000001,-2.896422515454545,mp-23326
Ca2SnO4,3.77346,-2.88604820642857,mp-4747
CaMgAsO4F,5.1493,-2.885291694687499,mp-7035
Li2SiO3,6.27959,-2.882894919444446,mp-5012
Na3Ca2TaO6,5.46992,-2.8759330605392712,mp-18480
K3Nb3(BO6)2,3.1253800000000003,-2.873965536004166,mp-15248
RbF,8.08099,-2.87335177125,mp-11718
CaCrP2O7,0.5046080000000001,-2.871509720616883,mp-19134
CsBePO4,6.80729,-2.868731574542575,mp-15395
Ba2InO3F,2.95279,-2.866102289523809,mp-19956
Rb2Si3SnO9,5.08071,-2.86547719,mp-17382
SrPdF4,1.93533,-2.864338633333332,mp-12622
RbAlO2,5.06006,-2.861165701874999,mp-14070
GaF3,6.57466,-2.85906879875,mp-588
Ba2LaC3O9F,6.03104,-2.8582493196875,mp-18111
K2ZnF4,6.12648,-2.858067956357142,mp-9583
MgPbF6,4.4088,-2.853937199374999,mp-19734
LaAsO4,5.30436,-2.8524170354166682,mp-4917
BaPdF4,2.14923,-2.851794986666661,mp-12623
Ba2Nb6Te2O21,3.31729,-2.85137372155914,mp-16998
ZrSO,3.31262,-2.847103474999998,mp-3519
Mg(PO3)2,6.9181099999999995,-2.847031572420635,mp-18620
CsAlO2,5.71208,-2.846654709913793,mp-14069
NaNbO3,3.80423,-2.844822765275861,mp-4514
RbNbO3,4.39355,-2.8390510185,mp-3283
Tl2SiF6,5.99284,-2.836305280555557,mp-5033
CsF,7.55738,-2.833271874999999,mp-1784
SrSn(BO3)2,4.7059,-2.832876895333332,mp-8000
La3Ga5SnO14,4.4326099999999995,-2.832190112065217,mp-6788
NaSbF4,5.288279999999999,-2.829796081479885,mp-29269
BaO,3.47354,-2.8236427075,mp-1342
YAsO4,4.8393500000000005,-2.820636907916674,mp-8058
Li3B7O12,7.19694,-2.817122843371212,mp-16828
TaInO4,4.54164,-2.8090756256666682,mp-8979
Ba2YBiO6,2.70912,-2.8078685930000002,mp-23137
SrCdP2O7,4.7239700000000004,-2.802720797662336,mp-17693
Na2Ca(PO3)4,6.82029,-2.799806669280529,mp-541522
CaPdF4,1.74194,-2.79919496,mp-8161
Na2MgSiO4,5.40224,-2.7987684303448273,mp-6406
B2O3,7.959779999999999,-2.798056310000001,mp-306
KCaCO3F,6.481739999999999,-2.790271634607143,mp-6867
LiGaSiO4,5.2225,-2.785973274166667,mp-18147
AlClO,6.72949,-2.785187891666666,mp-27863
CsPbF3,4.49411,-2.781618631931033,mp-20282
K2ZrO3,5.29633,-2.7781002186666672,mp-18449
Mg3NF3,4.998189999999999,-2.7766350564285682,mp-7604
NaCaVO4,4.217899999999999,-2.7691338459113313,mp-19302
BaAl2Sb2O7,3.8552199999999996,-2.768880493749999,mp-12885
BPO4,8.44935,-2.76428254563492,mp-3589
InF3,5.60087,-2.763129218749999,mp-6949
K2TiO3,4.604970000000001,-2.761319902138887,mp-13133
Rb2B4O7,6.67091,-2.75967813128205,mp-16980
NaZnF3,5.4551099999999995,-2.755012105000001,mp-3795
Li3PO4,7.0877799999999995,-2.753226182455357,mp-13725
Rb2TiO3,5.05757,-2.751183317222221,mp-5403
SrCl2,6.4779,-2.750093178333335,mp-23209
CaGeO3,4.63347,-2.749981945333333,mp-17761
Nb2SnO6,1.96933,-2.7461501200000322,mp-3324
SrWO4,4.917470000000001,-2.745727157499999,mp-19163
SrGeO3,4.5857,-2.743115335333333,mp-17464
Na2B4O7,6.685560000000001,-2.740920742648098,mp-17941
KAsF6,6.41916,-2.73981554059375,mp-7569
Sr2LiReO6,2.47128,-2.738560688583334,mp-12525
LiBO2,6.56678,-2.73799054125,mp-3635
Cs2ZrO3,5.3148,-2.729279389051728,mp-8759
BaWO4,5.2071499999999995,-2.729128477500001,mp-19048
SrZn2(PO4)2,5.18275,-2.727579975137362,mp-8810
PF5,9.41276,-2.726831949662697,mp-8511
Ba2SnO4,3.43188,-2.7252446964285713,mp-3359
ScCuO2,3.11382,-2.724876606249999,mp-3642
Na2BeB2O5,6.484319999999999,-2.723872338609195,mp-16737
Sr3Ga4O9,4.10864,-2.722258815937498,mp-30158
CsAsF4,5.477390000000001,-2.718765889525862,mp-5707
Li2TiGeO5,4.820819999999999,-2.715895492777778,mp-13182
MgSn(BO3)2,4.63615,-2.712048039833334,mp-11715
CaZn2(PO4)2,4.89823,-2.705513512252746,mp-18308
TaBiO4,4.1711,-2.704939912888891,mp-30900
LaCl3,5.539560000000001,-2.703267628124999,mp-22896
SrTaNO2,1.72841,-2.701130137466667,mp-552454
KCdF3,4.74119,-2.700995697449999,mp-9628
VPO4,0.17077,-2.70069467577381,mp-18835
Al6Cd4TeO12,3.4412800000000003,-2.7006098537681162,mp-9535
SrCO3,5.8715399999999995,-2.6989622775,mp-3822
MgP4O11,6.60311,-2.697408374598214,mp-15437
NaV(OF)2,2.6751199999999997,-2.696898790229884,mp-18953
BaGeO3,4.769729999999999,-2.696001211500001,mp-13863
CsCdF3,4.63501,-2.695887164000001,mp-8399
K2NaTlF6,4.7914200000000005,-2.6935687419212653,mp-13798
Na2SiO3,5.63527,-2.692845917126435,mp-4533
Ba3(AsO4)2,5.19088,-2.69028426346154,mp-9783
LaCuO2,3.49248,-2.689203321249986,mp-20072
CaCO3,6.36725,-2.687544458,mp-3953
LiAlGeO4,4.40871,-2.687367997142856,mp-16947
SbF3,5.107,-2.685827188749999,mp-1880
ScAsO4,4.6319799999999995,-2.6847117654166652,mp-546125
SrSO4,7.38954,-2.682634480833333,mp-5285
InBF4,5.12963,-2.6812385733333333,mp-8586
RbPO3,6.82052,-2.68106058217857,mp-4135
Na4Hf2(GeO4)3,5.13974,-2.680678868834153,mp-14526
Ca4PdO6,2.32546,-2.675235593636361,mp-10299
Li4SiO4,6.04883,-2.674883012592591,mp-11737
TiCdO3,3.74835,-2.671460970666666,mp-13641
CaSO4,7.416399999999999,-2.668935733749998,mp-4406
SrMoO4,4.2492600000000005,-2.664873142499999,mp-18834
Sr2ZnWO6,3.6887800000000004,-2.663847809000001,mp-19282
Sr2FeWO6,1.5059,-2.663015328,mp-19266
NaCdF3,4.93414,-2.660950373275862,mp-4360
BaMoO4,4.55001,-2.654552259166666,mp-19276
WOF4,3.37765,-2.65028594,mp-540636
KNa2(PO3)3,6.78803,-2.649284270595813,mp-17889
ZnSnF6,5.26572,-2.647906428125001,mp-13903
CaCl2,6.677,-2.645431978333333,mp-22904
Li2ZnSiO4,4.72875,-2.641684768020833,mp-17288
CaMoO4,3.90723,-2.639627267500002,mp-19330
Rb2NaRhF6,2.80952,-2.63831338763793,mp-14038
SrSnO3,2.58464,-2.6373586375,mp-2879
NaSc(GeO3)2,4.70848,-2.636928682137931,mp-8054
Sn2OF5,2.30779,-2.635444859375,mp-29590
K2NaRhF6,2.84685,-2.63281606158793,mp-14039
Ta2Zn3O8,4.36038,-2.63218461228205,mp-28251
Ba3Zn6Si4TeO20,3.64716,-2.6270777434313732,mp-543034
TlSbF6,5.0118100000000005,-2.626026584166668,mp-8348
BaBAsO5,4.8771700000000004,-2.625826847291667,mp-9784
ScAgO2,2.58054,-2.624149660416652,mp-11022
RbNa3Li12(SiO4)4,6.1145,-2.6236429144899422,mp-17240
NbInO4,4.0724,-2.623428141944451,mp-9595
BiF3,5.68065,-2.6215259225000023,mp-23237
Sr2CdWO6,3.73817,-2.618560415,mp-19014
CsKNa2Li12(SiO4)4,6.15629,-2.617462862212883,mp-17718
SnB4O7,4.235729999999999,-2.614625811805556,mp-13252
NaBO2,5.88593,-2.607822887636494,mp-3889
Li2CaGeO4,5.15925,-2.604269733958333,mp-7611
LiInP2O7,5.19597,-2.602587649025972,mp-8491
Sr2ZnGe2O7,4.21378,-2.601126258333332,mp-17392
CdSnF6,5.31337,-2.601074608750001,mp-13907
K2ZrGe2O7,5.16105,-2.6008527645416653,mp-16871
CsSbClF3,4.35125,-2.594534383692528,mp-23576
Sr3BPO3,2.79779,-2.587786172976191,mp-9702
BaSnO3,1.71258,-2.587468271999999,mp-3163
BaBr2,5.44702,-2.5807169366666702,mp-27456
KAsOF4,5.13699,-2.579728197821428,mp-17539
Sc2(SO4)3,6.38003,-2.579507954558823,mp-16800
Be4TeO7,2.52981,-2.572461434305555,mp-27608
