formula,bg,formation_energy,mp-id,fidelity,bg_category
Si4Sm3Au4,0.0,-0.0418362,,3,3.0
Li3O8Mn4,0.0,-0.0108691999999999,,3,3.0
Al3Si2CrLu3,0.0,-0.0259276,,3,3.0
CaZnLa2,0.0,-0.0274999,,3,3.0
VAsZr,0.0,-0.0237624,,3,3.0
Lu2Pt2Pb,0.0,-0.0666251,,3,3.0
PTiTc2,0.0,-0.0247193,,3,3.0
CuSrIn6,0.0,-0.0299873,,3,3.0
Mg2Al3Si,0.0,-0.0071813,,3,3.0
O8V3YBa2,0.0,-0.0179013999999999,,3,3.0
RhSn5Sm3,0.0,-0.0392749,,3,3.0
Ga5PrIr,0.0,-0.0286736,,3,3.0
Si2CoRhDy,0.0,-0.0247766,,3,3.0
ZnPdLu,0.0,-0.034719,,3,3.0
LaPr3,0.0,-0.0432612999999999,,3,3.0
F5Cr2,0.591,-0.0107232,,3,3.0
Al2Se4Sr,3.6194,-0.0183189,,3,3.0
PCl2Nd2,0.0,-0.0248876,,3,3.0
Al5Sr5Tl,0.0,-0.0205699,,3,3.0
CrFe2Ge,0.0,-0.0185787,,3,3.0
CuBr6SbCs2,0.4333,-0.0256348,,3,3.0
O3RuBa,0.0,-0.0206498,,3,3.0
CoNiPt2,0.0,-0.0436535,,3,3.0
Sn2Ba,0.0,-0.0378161,,3,3.0
OAgTeDy,1.7124,-0.0326931,,3,3.0
OPdSm3,0.0,-0.036082,,3,3.0
In3IPt,0.0959,-0.0419973,,3,3.0
Se2InTl,0.8724,-0.0370705,,3,3.0
B4NbTb,0.0,-0.0189754,,3,3.0
PdSb2,0.0,-0.036175,,3,3.0
OSeBaHg,0.7388,-0.0350289,,3,3.0
Cu3Pd2Gd,0.0,-0.0287728,,3,3.0
O6CaCoLa2,0.0,-0.0179449,,3,3.0
H2CuRh2,0.0,-0.017879,,3,3.0
F6MgRu,0.0,-0.010243,,3,3.0
H2O3Mn2,0.4505,-0.0104161,,3,3.0
DyIrPb,0.0,-0.0656241,,3,3.0
O8P2RbBi,1.2426,-0.0161282,,3,3.0
LiLaOs2,0.0,-0.0474312,,3,3.0
HNi3Rh,0.0,-0.01707,,3,3.0
S8Ti5In,0.0,-0.0150715,,3,3.0
S3Cu2Tm,0.0,-0.0195464,,3,3.0
CCdNd2,0.0,-0.0321389,,3,3.0
O4MgS,6.4049,-0.0088106,,3,3.0
B7FeDy3,0.0,-0.0200492,,3,3.0
TiGa5Rh,0.0,-0.0193043,,3,3.0
O7Y2Zr2,4.9008,-0.0183661,,3,3.0
CSiTa3,0.0,-0.0445712,,3,3.0
OSeCd2,0.2156,-0.0226685,,3,3.0
O8K3Ta,3.9028,-0.0133757,,3,3.0
MgSrTl,0.0,-0.0336888,,3,3.0
RbBa2Bi2,0.0,-0.0522310999999999,,3,3.0
Ca2Pd2Au,0.0,-0.0315642,,3,3.0
ZnDy2Pt,0.0,-0.0457929,,3,3.0
Cl2SbLa2,0.0,-0.0299077,,3,3.0
S4BaNd2,2.2034,-0.0259469,,3,3.0
FeSn2La6,0.0,-0.039191,,3,3.0
O6TiSr2Ir,0.0,-0.0195655,,3,3.0
CoGa2Hf,0.0,-0.0286881999999999,,3,3.0
Ga3Ge2Sm3Pt,0.0,-0.0332515,,3,3.0
Cl6NiTl2,0.4554,-0.0240405,,3,3.0
MnGa2Ce,0.0,-0.0243593,,3,3.0
F6NaPd,0.0,-0.0089441,,3,3.0
CoIn4,0.0,-0.0301297,,3,3.0
N6V2Sm3,0.0,-0.0219516999999999,,3,3.0
LiRh2Ho,0.0,-0.0303266,,3,3.0
Al3PdIr2,0.0,-0.0341885,,3,3.0
Al2TlTh2,0.0,-0.0562734,,3,3.0
BC2Y2,0.0,-0.0172633,,3,3.0
Br3Sr3Sb,1.7683,-0.0251681,,3,3.0
F6Cs3Gd,5.5504,-0.022777,,3,3.0
Cl6SnCs2,3.0832,-0.0194103,,3,3.0
Co2Ga5Tm4,0.0,-0.0299292,,3,3.0
FeHf3Re2,0.0,-0.0584431,,3,3.0
AgInAu4,0.0,-0.0569365,,3,3.0
MgGa2Tb,0.0,-0.0216475,,3,3.0
InPt2U,0.0,-0.0698853,,3,3.0
Al3CrTm2,0.0,-0.024714,,3,3.0
CoIn2Th6,0.0,-0.0735251,,3,3.0
CoIn4Sm,0.0,-0.0328588999999999,,3,3.0
O6Ca2SmW,0.0,-0.0200884,,3,3.0
SeEr2,0.0,-0.0414553999999999,,3,3.0
BS3Sm,2.6204,-0.0176043,,3,3.0
H3CoTm,0.0,-0.0164351999999999,,3,3.0
ScZr2Au,0.0,-0.0366685,,3,3.0
O4CrEr,0.0,-0.0185065999999999,,3,3.0
B2CYPd2,0.0,-0.0203341,,3,3.0
ScNi4Sn,0.0,-0.0195406,,3,3.0
C2S4FeNb4,0.0,-0.0198789,,3,3.0
AlCo2Tb,0.0,-0.0225813,,3,3.0
PmPt3,0.0,-0.0645700999999999,,3,3.0
InErPt2,0.0,-0.0571596,,3,3.0
NaS3NiHf,0.0,-0.0199926,,3,3.0
OZnAsCe,0.0,-0.0230988,,3,3.0
O6MoBa2Tm,0.0,-0.0234319,,3,3.0
Ni2Zn3Pu,0.0,-0.0306544999999999,,3,3.0
H4O10Ca2ZnAs2,4.055,-0.0097127,,3,3.0
ScCrMn,0.0,-0.0169046,,3,3.0
Ga5RuCe,0.0,-0.0235696,,3,3.0
O9P3KNi,3.5482,-0.0103173,,3,3.0
Cl2NbTe2,0.4168,-0.0255444999999999,,3,3.0
Mg2ZnPb,0.0,-0.0249299,,3,3.0
NiGeSe,0.0,-0.0187606,,3,3.0
CsHg3,0.0,-0.0608726,,3,3.0
Nb2InIr2,0.0,-0.0488874,,3,3.0
GaRh2Th2,0.0,-0.0560783,,3,3.0
P2KGa2,0.0,-0.012717,,3,3.0
Co2Ga3La,0.0,-0.0215845,,3,3.0
InTeTh,0.0,-0.0563767,,3,3.0
AlBr3Gd3,0.0,-0.0359052,,3,3.0
As2AuPa,0.0,-0.0529427,,3,3.0
CuIn3Ba,0.0,-0.0313932,,3,3.0
NiGa2Y6,0.0,-0.0243970999999999,,3,3.0
Cu4Ge2Er3,0.0,-0.0283599,,3,3.0
LiTiPd2,0.0,-0.0215783999999999,,3,3.0
NaTe2Pr,1.3803,-0.0320221,,3,3.0
H2CaSb2,0.0,-0.0185749999999999,,3,3.0
DyTmPb2,0.0,-0.0634254,,3,3.0
ZrI4,1.9638,-0.036523,,3,3.0
NaGa4Lu,0.0,-0.0212809,,3,3.0
TiSn3Pr,0.0,-0.0340116,,3,3.0
VFe2Ge,0.0,-0.0184389,,3,3.0
B2Tm,0.0,-0.0229662,,3,3.0
NZr3Tl,0.0,-0.035801,,3,3.0
Li2Au2Hg,0.0,-0.0426902,,3,3.0
S3CaYAg,1.9741,-0.0180641,,3,3.0
O6Mn2BaNd,0.0,-0.0185424,,3,3.0
Al6Ag,0.0,-0.011158,,3,3.0
ZnGeZr,0.0,-0.021682,,3,3.0
BO3Gd,4.435,-0.0202727,,3,3.0
MnNb2Te4,0.0,-0.0338789,,3,3.0
Se2HfPb,0.0,-0.0456871,,3,3.0
ZnTl2Pb,0.0,-0.0583937,,3,3.0
BaLaPt2,0.0,-0.0568434,,3,3.0
SiPd,0.0,-0.021971,,3,3.0
O3MnCo,0.8157,-0.0126691,,3,3.0
H3NO6Sr2,3.1058,-0.0101684,,3,3.0
Fe4InTm,0.0,-0.0263733,,3,3.0
MgAgSn,0.0,-0.0243227,,3,3.0
H2GeNb2,0.0,-0.0187216999999999,,3,3.0
PFe2Pm,0.0,-0.0231194,,3,3.0
TiSn3Nd,0.0,-0.0340447,,3,3.0
O4Ca2Hf,4.3218,-0.0188435,,3,3.0
As3Cd,0.0,-0.0227876,,3,3.0
CSiFe2Er,0.0,-0.0218237999999999,,3,3.0
Sr3In4Ir4,0.0,-0.0445307,,3,3.0
PdTm2Ir,0.0,-0.0530287999999999,,3,3.0
I9Cs3Bi2,2.1652,-0.0439639999999999,,3,3.0
AlMn4Mo,0.0,-0.0193746,,3,3.0
BaAuTl,0.0,-0.0610353,,3,3.0
Al2CoZr,0.0,-0.0164583,,3,3.0
Li2SiNd,0.0,-0.0149743,,3,3.0
MnSeI,0.0,-0.0257051,,3,3.0
Al6SrPd,0.0,-0.0131626,,3,3.0
SrSb2La2,0.0,-0.0377439,,3,3.0
CaSe2Pd2,0.0,-0.0238546,,3,3.0
O4Cu2As2Se2Sm,0.0,-0.0178174,,3,3.0
GeAs2Au,0.0,-0.0321955,,3,3.0
NiErPt,0.0,-0.0464899,,3,3.0
Y2Sb2La,0.0,-0.0357246,,3,3.0
Ca2Ge2Ir,0.0,-0.0264375,,3,3.0
RuIn5Dy,0.0,-0.0360349,,3,3.0
Al3Au2,0.0,-0.0329092,,3,3.0
Ti2Hf2Tl,0.0,-0.0459312,,3,3.0
Si3PdLu,0.0,-0.0242720999999999,,3,3.0
SeBiTh,0.0,-0.0660325,,3,3.0
OMn,0.0,-0.0141259,,3,3.0
PZnTb,0.0,-0.0244465,,3,3.0
ZnAg2Eu,0.0,-0.0327049,,3,3.0
NaAs2Pd2Tb,0.0,-0.0270241,,3,3.0
Ti2Ga4Sm,0.0,-0.0208994,,3,3.0
SiCuGd2,0.0,-0.0361306,,3,3.0
Al2Co2Tm,0.0,-0.0207737,,3,3.0
B2N3Ir2Th3,0.0,-0.0486278,,3,3.0
Cr3Co5,0.0,-0.0175572,,3,3.0
Ga2Cd2Nd,0.0,-0.0279521,,3,3.0
SiS4Ag2Eu,0.7211,-0.0215869,,3,3.0
Tb3Pt4,0.0,-0.0615489,,3,3.0
ZnTb6Pb2,0.0,-0.0500296,,3,3.0
CTi3As,0.0,-0.0166954,,3,3.0
GdHoBi,0.0,-0.0628499,,3,3.0
CEr2Pb,0.0,-0.0473327,,3,3.0
LiO4MnCs2,1.9806,-0.0171765,,3,3.0
Se3In4Sb,0.0,-0.0292724,,3,3.0
NaTeCs,2.6556,-0.0276122,,3,3.0
ZrAg4,0.0,-0.0312879,,3,3.0
Pr2IrPt,0.0,-0.0579007999999999,,3,3.0
Ga3Pb,0.0,-0.0311147,,3,3.0
O6FeZrBa2,0.0,-0.0193866,,3,3.0
Cl6CuRb2Sb,0.8077,-0.0155478,,3,3.0
Si2EuIr,0.0,-0.0370922,,3,3.0
O7Si2ScEu,0.2363,-0.0152509999999999,,3,3.0
FeSb2Sm,0.0,-0.0347774,,3,3.0
Zn2Nb2In,0.0,-0.0254405,,3,3.0
S2EuTl,0.0,-0.0376605,,3,3.0
Mg2SrTl2,0.0,-0.0358098,,3,3.0
CSi2Mo2Gd,0.0,-0.0268887,,3,3.0
HOClMn,2.4698,-0.0105074,,3,3.0
Mg2SrAu2,0.0,-0.0349343,,3,3.0
Ca3Ga4Ge2,0.0,-0.015271,,3,3.0
MnNi4Pa,0.0,-0.0308499,,3,3.0
K3Ag3Bi2,1.1546,-0.0348414,,3,3.0
TiZn3,0.0,-0.0144088999999999,,3,3.0
RhAgNd2,0.0,-0.0386004999999999,,3,3.0
LiBa2Au2,0.0,-0.0446505,,3,3.0
ScCo2Ge,0.0,-0.0174494,,3,3.0
Ti2FeRe,0.0,-0.0307362,,3,3.0
CV2As,0.0,-0.0169235,,3,3.0
NaCaGa4,0.0,-0.0135976999999999,,3,3.0
O6NaHo2W,0.6958,-0.0238753,,3,3.0
EuErTl2,0.0,-0.0627295,,3,3.0
AlZrRuIr,0.3967,-0.0371989,,3,3.0
F6ScRb3,7.1196,-0.0132737,,3,3.0
S3TiNiRb,0.0,-0.0149098,,3,3.0
Co2GaPa2,0.0,-0.0504196,,3,3.0
Rh2SbHo,0.0,-0.0392716,,3,3.0
PTh,0.0,-0.0547682,,3,3.0
CoNb,0.0,-0.0252781999999999,,3,3.0
NDy,0.2855,-0.0305471,,3,3.0
Li3SrBi2,0.0,-0.0317744,,3,3.0
Sc2NiAg,0.0,-0.0193969999999999,,3,3.0
Cd2SnBa2,0.0,-0.0356719999999999,,3,3.0
CoNi2Te2,0.0,-0.0248959,,3,3.0
HSe2Ir,1.0479,-0.0288544,,3,3.0
B2Er,0.0,-0.0224416,,3,3.0
CAlTh3,0.0,-0.0613151,,3,3.0
Be3O4Sr,4.5539,-0.0105629,,3,3.0
N3O6KHg,1.6172,-0.0133842,,3,3.0
Ca5In,0.0,-0.0138198,,3,3.0
Te3Cs2Tb,0.0,-0.0403397999999999,,3,3.0
N2ZrPu,0.0,-0.0415033,,3,3.0
Rh2Nd2Tl,0.0,-0.0461199,,3,3.0
O6Mg2K3Bi,2.3617,-0.0144855,,3,3.0
O6Ba2SmPt,0.0,-0.0255934999999999,,3,3.0
Zn2LaAu3,0.0,-0.0468609,,3,3.0
GeLuIr2,0.0,-0.054959,,3,3.0
ONa4I2,2.8985,-0.0152246,,3,3.0
Y2Rh2Pb,0.0,-0.0406525,,3,3.0
Ca2BrLa,0.0,-0.0212381,,3,3.0
I2Tb,0.0,-0.0414626,,3,3.0
S2Pa,0.0,-0.0412726,,3,3.0
Pd2CeHg,0.0,-0.0451854,,3,3.0
LiO12Ba4Bi3,0.6739,-0.0254655,,3,3.0
SeTl3,0.0,-0.0595227,,3,3.0
Zn2Pd3Tm,0.0,-0.0301956,,3,3.0
Zr2AgIr,0.0,-0.0415062,,3,3.0
LiMgAu2,0.0,-0.0371186,,3,3.0
CoHf6Pb2,0.0,-0.0608181999999999,,3,3.0
HBr2Tm,4.1616,-0.0252205,,3,3.0
Cu3Sb2,0.0,-0.0239683999999999,,3,3.0
Br4PdTl2,0.8359,-0.0371723,,3,3.0
CdAu2Ac,0.0,-0.0655429,,3,3.0
FICs2,4.3936,-0.0311924999999999,,3,3.0
Li4P2Ho,0.0,-0.0122753,,3,3.0
O7Na2BaTa2,2.6158,-0.0216319,,3,3.0
V6GaGe,0.0,-0.0178763,,3,3.0
O4Cl3SrBi3,0.7417,-0.0295212,,3,3.0
CrGa5Lu,0.0,-0.0225926,,3,3.0
Ho2AuTl,0.0,-0.0606689,,3,3.0
NiPr2Pt2,0.0,-0.0495952,,3,3.0
Si4W3,0.0,-0.0358335,,3,3.0
Cu3Nb,0.0,-0.0196111,,3,3.0
S3SbBi,1.1772,-0.0292133,,3,3.0
AlRu2Hf,0.0,-0.035938,,3,3.0
KTiI3,0.0,-0.027995,,3,3.0
Sc2Ag3,0.0,-0.0248535,,3,3.0
As2LaPt2,0.0,-0.045924,,3,3.0
PdPm2Pt,0.0,-0.0488232,,3,3.0
AlPCr,0.189,-0.0125808,,3,3.0
F7Na3Nd,0.1498,-0.0104765,,3,3.0
HgTl2,0.0,-0.0709659,,3,3.0
RhIn3Sn2Tb3,0.0,-0.0392439,,3,3.0
O4CaSb2,2.6153,-0.017491,,3,3.0
PPd2Pm,0.0,-0.0308244,,3,3.0
P2Rh2Eu,0.0,-0.0294857,,3,3.0
Ti2VTe4,0.0,-0.0290877,,3,3.0
Ca2ZnAs2,1.1734,-0.0157474,,3,3.0
Sc2As2Ba,0.0,-0.022895,,3,3.0
AgInLu,0.0,-0.0405268,,3,3.0
F4Th,7.4318,-0.0263618999999999,,3,3.0
Pd2HoEr,0.0,-0.0422344,,3,3.0
ScLaHg,0.0,-0.042435,,3,3.0
ScMnGa2,0.0,-0.0168726999999999,,3,3.0
Si3FeSm,0.0,-0.0189625,,3,3.0
CdHg2Th,0.0,-0.0659996,,3,3.0
BeZnRh,0.0,-0.0177266,,3,3.0
Pd2HoBi,0.0,-0.0490767,,3,3.0
Co2Sb2Nd,0.0,-0.0310302,,3,3.0
Mg2CaBi2,0.5753,-0.0359555,,3,3.0
H2OCl2Co,1.2016,-0.0087238,,3,3.0
Al2CoIr,0.0,-0.0269514,,3,3.0
O4BaPu,0.1345,-0.031973,,3,3.0
Ge3EuOs,0.0,-0.0370308,,3,3.0
B4Er2Os5,0.0,-0.0449793999999999,,3,3.0
Cr8Fe,0.0,-0.0182907,,3,3.0
Ca2ZnAg2,0.0,-0.0193609,,3,3.0
Si2Ga3Dy3Ir,0.0,-0.0323853999999999,,3,3.0
ScTiRu2,0.0,-0.0257608,,3,3.0
CaPtHg,0.0,-0.0501321999999999,,3,3.0
Li4O8Ni3Te,0.6775,-0.0107311,,3,3.0
H8Mg2NiLa,0.0,-0.0084045,,3,3.0
NiCd2Er,0.0,-0.0321765,,3,3.0
AlCdSm,0.0,-0.0280107,,3,3.0
O4CuBi2,0.2443,-0.0291454999999999,,3,3.0
C2MoTm,0.0,-0.0271098,,3,3.0
CaAu2Th,0.0,-0.0618371,,3,3.0
Ag2Cd3Lu,0.0,-0.0350088,,3,3.0
LiPb7,0.0,-0.0666918,,3,3.0
Tb,0.0,-0.0467615,,3,3.0
RhTeGd,0.0578,-0.0445001,,3,3.0
KZnSe3Pr,2.3066,-0.022466,,3,3.0
P2Se6AgBi,1.5091,-0.0253217,,3,3.0
NaSe3Nd2,0.0,-0.0272415,,3,3.0
Sc2ZnY,0.0,-0.0176723,,3,3.0
SiPtTh,0.0,-0.0600185,,3,3.0
O8P2ScSr,0.0,-0.0118437,,3,3.0
Zr2RuRh,0.0,-0.0333391,,3,3.0
PdAgEu2,0.0,-0.0433893,,3,3.0
GaRh2La2,0.0,-0.034902,,3,3.0
Mg2CdSb,0.0,-0.0195743,,3,3.0
SiCuRh,0.0,-0.0202439999999999,,3,3.0
NaSnNd,0.0,-0.0284413,,3,3.0
CdInHo,0.0,-0.0381265,,3,3.0
PdSnSm,0.0,-0.0387561,,3,3.0
RuEr,0.0,-0.0430894,,3,3.0
CoSb2La6,0.0,-0.0395786,,3,3.0
PmTl3,0.0,-0.065694,,3,3.0
SeBrU,0.0,-0.0488623,,3,3.0
Co2Ga5Np,0.0,-0.0281306,,3,3.0
ZnTb2,0.0,-0.0359745,,3,3.0
Ni2WOs,0.0,-0.0434998999999999,,3,3.0
O7Cu3As,0.5195,-0.0106753,,3,3.0
Cu2GaPr,0.0,-0.0229113,,3,3.0
Li2As2Au,0.0,-0.023361,,3,3.0
NiTaOs,0.0,-0.0519681,,3,3.0
H3RuTb,0.0,-0.0189578,,3,3.0
FeCo2Se4,0.0,-0.0192882,,3,3.0
ScLa3,0.0,-0.0358551,,3,3.0
Nd3Pb2,0.0,-0.0572296,,3,3.0
H2Sr2I,0.0,-0.0185205,,3,3.0
Mg2P2Nd,0.0,-0.0159617,,3,3.0
O7P2KY,5.9188,-0.0121136,,3,3.0
O5In2I2Ba3,1.8912,-0.0263943,,3,3.0
SbBaPt,0.0,-0.05012,,3,3.0
MgGaPa,0.0,-0.0404326,,3,3.0
O5Ba2Tm2,2.3115,-0.0271733,,3,3.0
BNU,0.0,-0.0411463,,3,3.0
InSmIr,0.0,-0.0504673,,3,3.0
PSe3Cd,1.639,-0.0205984,,3,3.0
KSbCs2,0.6033,-0.0308016,,3,3.0
NO2Na2As,3.3192,-0.009698,,3,3.0
SbCeAu2,0.0,-0.0557907,,3,3.0
Al3Si2Fe,0.0,-0.0104298,,3,3.0
Be2Ge2La,0.0,-0.0184496,,3,3.0
LiO6Y2W,0.4832,-0.01953,,3,3.0
MgP2Co2,0.0,-0.0126437,,3,3.0
Al3Si2Y3Rh,0.0,-0.0187893,,3,3.0
O6SrI2,3.533,-0.015978,,3,3.0
F6SnU,0.0,-0.0231356,,3,3.0
S2CuCs2,0.0,-0.022876,,3,3.0
Zn2As2Sr,0.5774,-0.0186904,,3,3.0
KScPb2,0.0,-0.0440089,,3,3.0
Sc2RhPd,0.0,-0.0248285,,3,3.0
RhIn5Hf,0.0,-0.0378986,,3,3.0
Mg2PrOs,0.0,-0.0313972,,3,3.0
SeZrSb,0.0,-0.030384,,3,3.0
Dy3Ir2Tl3,0.0,-0.0634858,,3,3.0
NiHoPb,0.0,-0.047534,,3,3.0
KSnTe2,0.0,-0.0302899999999999,,3,3.0
ClCoHo,0.0,-0.0260047999999999,,3,3.0
AlFeNiHf,0.0,-0.02674,,3,3.0
N2Ga3Lu7,0.0,-0.0389699,,3,3.0
S4Cu2Ge,0.0,-0.0128289,,3,3.0
CoRh2,0.0,-0.0282495,,3,3.0
Si2PrOs2,0.0,-0.0421916,,3,3.0
SrSb2Pt,0.0,-0.0426388,,3,3.0
CoZn4Y,0.4448,-0.016733,,3,3.0
SiFe3Dy2,0.0,-0.0269605,,3,3.0
BCo2Ga2Ce,0.0,-0.0203269,,3,3.0
S8Ti3FeCu2,0.0,-0.0135085,,3,3.0
O6SeSrBa2,3.1471,-0.0182222,,3,3.0
Sc3Ga3Ge2Au,0.0,-0.0228411,,3,3.0
BCo3Y,0.0,-0.0176301,,3,3.0
ZnEr,0.0,-0.032362,,3,3.0
MgS4VCr,0.0,-0.0126275,,3,3.0
N2CaU,0.0,-0.0343246,,3,3.0
Al9Cr2Ba,0.0,-0.0122651,,3,3.0
O6NiRuNd2,0.1256,-0.0200652,,3,3.0
Co4Ge6Hf,0.0,-0.0226653,,3,3.0
BaPt2,0.0,-0.0608654999999999,,3,3.0
CrSe2Cs,1.4762,-0.0251740999999999,,3,3.0
ScCoY2,0.0,-0.0218889,,3,3.0
CuBa2Tl,0.0,-0.0418990999999999,,3,3.0
Cd4Sb,0.0,-0.0317129,,3,3.0
O6SrNb4,0.0,-0.0200302,,3,3.0
In2EuTm,0.0,-0.0436454,,3,3.0
Zn2IrPt,0.0,-0.0424666,,3,3.0
TbLuPb2,0.0,-0.0640306,,3,3.0
Ge2RuSn3Tm3,0.0,-0.038009,,3,3.0
P2Sc6Fe,0.0,-0.0145817,,3,3.0
F6CaEu,0.0,-0.0138396,,3,3.0
AgI2Cs,2.4841,-0.0366434,,3,3.0
O3CsBi,1.4619,-0.0281617,,3,3.0
Ga2Zr2Nb,0.0,-0.0260502,,3,3.0
AlInPr2,0.0,-0.0324391,,3,3.0
Li5O8Mn4,0.0,-0.0100199,,3,3.0
CaPdBa3,0.0,-0.0324592,,3,3.0
Co2Zn3Sm,0.0,-0.0200663,,3,3.0
PCa3Pb,0.0,-0.023927,,3,3.0
Ni2Ho4Tl5,0.0,-0.0541120999999999,,3,3.0
Si2SrRu2,0.0,-0.023155,,3,3.0
Pd3In2Sb,0.0,-0.0342301,,3,3.0
LiF6FeRb2,0.0,-0.0111007,,3,3.0
Se4Dy3,0.0,-0.0339266,,3,3.0
Mg3Pd2La,0.0,-0.0212308999999999,,3,3.0
LiIn4Eu,0.0,-0.0320817,,3,3.0
LiRh4La,0.0,-0.0305011,,3,3.0
GeBr2Hg,2.1453,-0.0318883,,3,3.0
AlCuNp,0.0,-0.0433624,,3,3.0
LiO2Tm,5.117,-0.0199584,,3,3.0
O6SrRhBa2,0.0834,-0.0194366999999999,,3,3.0
O9NaSr2Ta3,0.0,-0.0233573999999999,,3,3.0
O3ScY,3.6997,-0.0160378,,3,3.0
O6Na2TeTa,0.0,-0.0170137,,3,3.0
AlSc8,0.0,-0.0135703,,3,3.0
MgSr2In2,0.0,-0.0236698999999999,,3,3.0
S4As2Ba,2.0065,-0.0177374,,3,3.0
LiSiAu,0.0,-0.0276753,,3,3.0
InSn2Ir,0.0,-0.0442396,,3,3.0
Cu2PmHo,0.0,-0.0310969,,3,3.0
InLa2Tl,0.0,-0.0486521,,3,3.0
Ti6MnBi2,0.0,-0.030375,,3,3.0
LuTl,0.0,-0.0642973,,3,3.0
B2CaIr3,0.0,-0.0403384,,3,3.0
PLuIr,0.0,-0.0469538,,3,3.0
H2SeSr2,2.6652,-0.0155931,,3,3.0
Se3SbTb4,0.0,-0.0373489,,3,3.0
O6ScPdBa2,0.0,-0.0187678,,3,3.0
CuZnY2,0.0,-0.0214712,,3,3.0
CaLa2Ir,0.0,-0.042284,,3,3.0
F6SiCd3Te2,2.1227,-0.0184986,,3,3.0
BC2Tb2,0.0,-0.0248015,,3,3.0
LiMnNi4,0.0,-0.0143329,,3,3.0
CuAsSe2,0.543,-0.0190188,,3,3.0
Li4CaSb2,1.0348,-0.0142119999999999,,3,3.0
LaIrPt,0.0,-0.0624727,,3,3.0
Be2CuRu,0.0,-0.0150919,,3,3.0
SrTe2Ta,0.0,-0.0414025,,3,3.0
LiS2Sn,1.7217,-0.0152004,,3,3.0
Ca2RhTe,0.0,-0.023438,,3,3.0
Al2HoPt2,0.0,-0.0423485,,3,3.0
Cd2SbLa,0.0,-0.0358920999999999,,3,3.0
GaTaPt2,0.0,-0.0565774,,3,3.0
SiMnPt,0.0,-0.0336382,,3,3.0
Sn2DyPt,0.0,-0.0482968,,3,3.0
CoNi2Se4,0.0,-0.0188804,,3,3.0
YIrTl,0.0,-0.0577047,,3,3.0
Si2SrBa2,0.0,-0.0246378999999999,,3,3.0
Cu2TeI,0.0,-0.0261507,,3,3.0
SiMn2Nb,0.0,-0.0202815,,3,3.0
RuTb6Bi2,0.0,-0.0531515,,3,3.0
Ga2Sr,0.0,-0.0189234,,3,3.0
Ca3Ge2PtTl3,0.0,-0.0399539,,3,3.0
TiNb2Ta,0.0,-0.0371878,,3,3.0
Ge2Tm6Ir,0.0,-0.0475,,3,3.0
CrZr6Sn2,0.0,-0.0308485,,3,3.0
Ga2TcHf2,0.0,-0.039243,,3,3.0
LiGa2Pd,0.0,-0.0175419,,3,3.0
HCl2Y2,0.0,-0.0167002999999999,,3,3.0
Al3ZnGe2Y3,0.0,-0.0183155,,3,3.0
Al2Au2Tl,0.0,-0.0456023,,3,3.0
Al6PdLu,0.0,-0.0172687999999999,,3,3.0
H4RhTb,0.0,-0.0163218,,3,3.0
N6Co2Ce3,0.0,-0.0214375,,3,3.0
CAlHo3,0.0,-0.0334613999999999,,3,3.0
LiBr3Eu,0.6605,-0.0248216,,3,3.0
CTi3Ga,0.0,-0.0156264,,3,3.0
S8Mo6Cd,0.0,-0.0218609,,3,3.0
TiRbI3,0.0,-0.0305257,,3,3.0
CaInLa2,0.0,-0.032663,,3,3.0
Cr4NbSn,0.0,-0.0237289,,3,3.0
YSbTb,0.0,-0.038212,,3,3.0
PSr2Ba,0.0,-0.0243426,,3,3.0
NSiTi3,0.0,-0.0147753,,3,3.0
O6AlInBa2,0.0,-0.0181579,,3,3.0
S6Ti3Au,0.0,-0.0187343,,3,3.0
F6LaPa,0.0,-0.0242969,,3,3.0
CSeLu2,0.0,-0.0366237,,3,3.0
AlAgTb2,0.0,-0.0335277,,3,3.0
SiY2Ru3,0.0,-0.0289621,,3,3.0
Mg2Si2Eu,0.0,-0.0171302999999999,,3,3.0
H8Mg2MnGd,0.9028,-0.0099864,,3,3.0
P2NiTh,0.0,-0.0342573,,3,3.0
Al2ErAu,0.0,-0.0346232,,3,3.0
ZnLu2Pb,0.0,-0.050431,,3,3.0
NaCuSe2,0.7382,-0.0154695,,3,3.0
Ge2Ir,0.0,-0.0367869,,3,3.0
GeSe4Ag2Tb,0.0,-0.026829,,3,3.0
MnNb3,0.0,-0.0294392999999999,,3,3.0
Mn2As2Np,0.0,-0.0371818,,3,3.0
AlLu2Pt2,0.0,-0.0531991999999999,,3,3.0
AlCd2Sm,0.0,-0.0286683999999999,,3,3.0
CaBr3Rb,5.0958,-0.019926,,3,3.0
LiS2Hf,0.0,-0.0227635,,3,3.0
SnNdIr,0.0,-0.0511340999999999,,3,3.0
BeAlCo2,0.0,-0.0121167,,3,3.0
Sc2OsTl,0.0,-0.0437914,,3,3.0
CuCd7,0.0,-0.0284224,,3,3.0
Mg2Ag2Bi,0.0,-0.0303918,,3,3.0
HGaGePr,0.0,-0.0210909,,3,3.0
SbLaEr,0.0,-0.0444267,,3,3.0
InHoPt2,0.0,-0.0568174,,3,3.0
Sc2Hg,0.0,-0.0328205,,3,3.0
S8Cr3Cu2Sb,0.0,-0.0150533,,3,3.0
CNHf2,0.0,-0.0377672,,3,3.0
CrSe3,0.0,-0.0200912,,3,3.0
