formula,bg_1,fidelity_id_1,bg_2,fidelity_id_2
Pr2Os,0.0,2,0.0,3
CO3F2MnBa,2.0139,2,3.2026,3
Cr2CoGe,0.0,2,0.0,3
Br3I,0.88,2,1.1775,3
AlCe2Os2,0.0,2,0.0,3
O6SbEu2Tm,0.0668,2,0.5311,3
In3Ce3Au2,0.0,2,0.0,3
CaZn4,0.0,2,0.0,3
N2Hf3,0.0,2,0.0,3
SiS3Tm4,0.0,2,0.0,3
Cr2Ni,0.0,0,0.0,3
CILa,0.0,2,0.0,3
GaInAu2,0.0,2,0.0,3
BaCu2SnSe4,0.452999999999999,0,1.00937,4
Cu2Si2F12O8D16,2.620023,0,4.9846129999999995,5
ScCu4Hg,0.0,2,0.0,3
MgCd2Sm,0.0,2,0.0,3
AlSiFe2,0.0,2,0.0,3
F6NiNd,0.3036,2,1.0085,3
Cu4Sn2Hf3,0.0,2,0.0,3
Sc3ZnPt2,0.0,2,0.0,3
N2SeHf2,0.5276,2,0.8685,3
Pd2Pb3,0.0,2,0.0,3
O6Ba3W,2.5682,2,3.0056,3
Rb2NbCuSe4,2.03383,4,2.19,6
B5Er2Os3,0.0,2,0.0,3
AlCu2Cd,0.0,2,0.0,3
ClSeLa,1.1313,2,1.6207,3
CuCe2Ir2,0.0,2,0.0,3
Ag4Hf,0.0,2,0.0,3
O5CaGeZr,3.8008,2,4.426,3
Si3TaTh,0.0,2,0.0,3
Sr2Ir,0.0,0,0.0,2
Cl6RbCs2Dy,4.9821,2,5.7689,3
Ti10O18,0.0,0,0.4498049999999999,5
TbHgPb,0.0,2,0.0,3
AlGaNd,0.0,2,0.0,3
Si3Nd2Au,0.0,2,0.0,3
Tl3Pb,0.0,2,0.0,3
FePd3,0.0,0,0.0,6
Cu4Te8I4,1.038265,0,1.652005,5
CuPdEu2,0.0,2,0.0,3
ScCd,0.0,0,1.71,6
Mg4Sr4Si4,0.040491,0,0.3579469999999999,5
B3C2Ba2,0.0,2,0.0,3
H4CaCs2,2.7767,2,3.4073,3
Fe2CoU2,0.0,2,0.0,3
MgCuCd2,0.0,2,0.0,3
Te3Au2Tl,0.0,2,0.0,3
Ni2Lu2Tl,0.0,2,0.0,3
PSeY,0.0,2,0.1849,3
PtI3,0.3481,0,0.710193,4
Zn2Tb2Tl,0.0,2,0.0,3
Bi4Al8Se16,2.267085,0,3.018357,5
Li3P2Ce,0.0,2,0.0,3
Sc2NiIn,0.0,2,0.0,3
AlSiY,0.0,2,0.0,3
NaK2Br6Np,0.0076,2,0.0,3
Au1Cr1S2,0.472664,0,1.415449999999999,5
H2GaMo2,0.0,2,0.0,3
Al4Si2CeIr,0.0,2,0.0,3
Ce2S2O,0.0,0,0.0,6
Al3Ge2Gd3Os,0.0,2,0.0,3
FCuSeEu,0.0,2,0.2651,3
Pd5CdSb,0.0,2,0.0,3
Be7Ni,0.0,2,0.0,3
Ag6SnSb,0.0,2,0.0,3
Co2SrSb2,0.0,2,0.0,3
Li3Bi,0.342899999999999,0,0.402,2
Nd2Tm,0.0,2,0.0,3
HSTb,1.4261,2,2.0332,3
Al2PdIr,0.0,2,0.0,3
Ag2PrHg,0.0,2,0.0,3
Li2Sb2Cs,0.0,2,0.0,3
SiRh2,0.0,0,0.0,2
Ba2Pd1O3,0.041664,0,1.664447,5
LiKNiSe2,0.0,2,0.0,3
Co6O12B4,2.013326,0,4.065352,5
In2Te5,0.8515,0,0.9254,3
SiCuRh,0.0,2,0.0,3
Sc2BaPb2,0.0,2,0.0,3
CaGa2Pm,0.0,2,0.0,3
B2Rh3Pu,0.0,2,0.0,3
TmMgAg2,0.0,0,0.0,6
Ca2AuPb,0.0,2,0.0,3
TlPt2S3,1.025599999999999,0,1.29219,4
CoBrTe2,0.0,2,0.0,3
InSb2Se4Br,1.1103,0,1.35,6
OCdSbTb,0.4124,2,0.5637,3
Ca2ZnRh,0.0,2,0.0,3
LiP2Ni2Np,0.0,2,0.0,3
Al7Fe5Tm,0.0,2,0.0,3
HI2Er2,0.0,2,0.0,3
B2CErIr2,0.0,2,0.0,3
Si2PdLu,0.0,2,0.0,3
Cu2K2Na2Si8O20,2.192791,0,4.301683,5
Mg2PdSn,0.0,2,0.0,3
CuGa6Nd,0.0,2,0.0,3
MgSc2Rh,0.0,2,0.0,3
Ga2BaHg2,0.0,2,0.0,3
S2Sb2Te,0.5749,2,0.6674,3
MnTaOs2,0.0,2,0.0,3
O7Rb2YNb2,0.0,2,0.0,3
Li2TeIr,0.0,2,0.0,3
Sb2K6,0.371839,0,0.905791,5
AlCa2Cu,0.0,2,0.0,3
LiSi2Mn2,0.0,2,0.0,3
GaPd2Ba,0.0,2,0.0,3
MnNi4Ce,0.0,2,0.0,3
Hg2Ti2O6,1.407058,0,2.745605,5
AlICl6,2.291,0,2.81656,4
Cs12Sb4S16,2.14956,0,3.259788,5
VCo3,0.0,0,0.0,2
C3Mo2La2,0.0,2,0.0,3
MgBi,0.0,2,0.0,3
ClBr2Y,3.5042,2,4.0823,3
O8CuErW2,1.1484,2,1.2092,3
O4MoPr,0.0,2,0.334,3
B2O6ClYBa2,4.1073,2,4.6866,3
CaGe,0.0,0,0.0,2
Sb1S2F6N1,2.63866,0,3.256124,5
H3FeLu,0.0,2,0.0,3
Li3Ni2(GeO4)3,0.0,1,0.0,6
O7CuBrNb2La,0.0,2,0.0,3
Ag7(SI)2,0.0,0,0.0,6
S2ZrIn,0.0,2,0.0,3
Li2S,3.3862,0,3.2029,2
MgLu2Hg,0.0,2,0.0,3
KCuSe3Pr,0.0,2,0.0,3
O3MnBa,0.1412,2,1.2173,3
H4K2Pd,2.6675,2,3.0204,3
Be2NiRh,0.0,0,0.0,2
Sb2IrTh6,0.0,2,0.0,3
PAg2Cs,1.0978,2,1.3674,3
Zn3Rh2Ba,0.0,2,0.0,3
Si4Pd3Eu2Ir,0.0,2,0.0,3
O4Ca2Ru,0.0,2,0.0,3
GeZr4Sb7,0.0,2,0.0,3
ErPb2Th,0.0,2,0.0,3
AlSi2Rh2,0.0,2,0.0,3
H5Eu2Ir,0.0177,2,0.1389,3
H4PtU,0.0,2,0.0,3
NaSb2Au,0.0,2,0.0,3
Co2GeNd2,0.0,2,0.0,3
TiCo2Sn,0.0,2,0.0,3
Cl2KTl,2.4426,2,2.9004,3
B4Co5Zr2,0.0,2,0.0,3
SrPdIn,0.0,2,0.0,3
ScNi4Tl,0.0,2,0.0,3
AlAgS2,1.8992,0,2.58243,4
InLuIr,0.0,2,0.0,3
GaPd2Nd2,0.0,2,0.0,3
NCr3Re,0.0,2,0.0,3
YRhIn2,0.0,2,0.0,3
F6ZrTm,0.0,2,0.0,3
GeAs2,0.719599999999999,0,0.941228,4
Al4Ti2Er,0.0,2,0.0,3
MgFe2Dy2,0.0,2,0.0,3
Na6S6P2O2,2.998872,0,4.160919,5
CoBr4Rb2,0.0,2,0.0,3
Tl4Cu4P4Se12,1.368613,0,2.213043,5
PClZn2,1.8169,2,2.3507,3
Al2TbOs,0.0,2,0.0,3
NaPd2Au2,0.0,2,0.0,3
MgAs2Pb,0.0397,2,0.0699,3
Rh2Ho4Tl5,0.0,2,0.0,3
Cd2Cs2Tl,0.0,2,0.0,3
Zn5Ag3,0.0,2,0.0,3
H8FeNi2Dy,0.0,2,0.0,3
Cu2PdAu,0.0,0,0.0,3
Ba(GaSe2)2,1.8578,0,3.16,6
S4Ga2Sr,2.6116,2,3.046,3
LaOs2U,0.0,2,0.0,3
P2CuY,0.0,2,0.0,3
F4ClRb,3.5997,2,4.1904,3
TcRuHf2,0.0,2,0.0,3
La2Cu4O8,0.498297,0,1.73829,5
MnTe2Tm6,0.0,2,0.0,3
Pd5La,0.0,2,0.0,3
B6Cr2La,0.0,2,0.0,3
Ru5Ta,0.0,2,0.0,3
ErAu,0.0,2,0.0,3
ZnRh2Tb2,0.0,2,0.0,3
Mg2Sb,0.0,0,0.0,3
ScTaW4,0.0,2,0.0,3
Sc2NiCu,0.0,2,0.0,3
Ba(SnO2)4,0.0,0,0.0,6
O6FePdNd2,0.0,2,0.0,3
SrPd2Hg2,0.0,2,0.0,3
Si4Pr3Pt4,0.0,2,0.0,3
O4CaPa,0.0,2,0.0,3
Rb3Mn,0.0,0,0.0,6
O6Sr2LuBi,2.0375,2,2.3956,3
Al7Ti,0.0,2,0.0,3
Al2Sb2Eu,0.0,2,0.0,3
BeCo2Ru,0.0,2,0.0,3
VHgO3,2.175599999999999,1,2.22043,4
Cl4SrCs2,4.8742,2,5.5599,3
O4ZnSe,1.8963,2,2.436,3
ZrRh2Sb,0.0,2,0.0,3
Li2InSb,0.0,2,0.0,3
NOSn2La6,0.0,2,0.0,3
S4VCu2Rb,1.1107,2,1.3201,3
LiZnTe2Cs,1.5547,2,1.9809,3
CoAsNb,0.0,2,0.0,3
Al4Nb2Ce,0.0,2,0.0,3
ZrMoTc,0.0,2,0.0,3
Se4Sn2Hg,0.0,2,0.0,3
VSe2,0.0,2,0.0,3
Ge9Li4O20,2.592269,0,4.382434,5
Na2I2Hg,3.4281,2,3.9516,3
ClCoY2,0.0,2,0.0,3
B3O6Y,5.4898,2,6.2689,3
Si2Th,0.0,2,0.0,3
PTe3La4,0.0,2,0.0,3
CaPtF6,2.643,0,3.23775,4
Ga3Y,0.0,2,0.0,3
P2S6Ni,0.2545,2,0.468,3
Sb2IPb2,0.0,2,0.0,3
Nb2MoTc,0.0,2,0.0,3
Ho3Pb,0.0,2,0.0,3
ZnYRh2,0.0,2,0.0,3
N4Cr5Ta3,0.0,2,0.0,3
O5S2Zr2Ho2,1.9992,2,2.5486,3
Ho3Hg,0.0,0,0.0,6
Na2Cd2Au,0.0,2,0.0,3
S2NiRh2,0.0,2,0.0,3
Na2Ga2H8,4.605957,0,5.7579899999999995,5
O6CrBa2Ir,0.0,2,0.0,3
LiBF4,8.246,0,9.211,3
O7Fe2As2,0.0,2,0.0,3
SiS4Cs2Hg,2.1923,2,2.5443,3
SiTiTe,0.0,2,0.0,3
I8O20,2.558849,0,3.663802,5
LiAlCl6K2,4.107,2,4.8722,3
Na2Sn2Pb,0.0,2,0.0,3
H2RhTa2,0.0,2,0.0,3
S2KSc,1.6127,2,2.081,3
F6CdAu,0.0,2,0.0,3
Ti2NiRe,0.0,2,0.0,3
BO4NaGe,4.4867,2,5.1261,3
PdCdIn,0.0,2,0.0,3
OSr,3.1538,2,3.726,3
ScLaPb2,0.0,2,0.0,3
AgHf,0.0,2,0.0,3
ScPd2Cd,0.0,2,0.0,3
K2VAgS4,1.304999999999999,0,1.85,6
KZnHg3,0.0,2,0.0,3
P3CuSn2,0.0,2,0.0116,3
C5Sr4Ir3,0.0,2,0.0,3
MgOs2Th2,0.0,2,0.0,3
Sn2DyPu,0.0,2,0.0,3
I3CsHg,0.0,2,0.0,3
Ag8S4,1.00349,0,2.04097,5
YbAgGe,0.0,0,0.0,6
O6InTeEr,2.5738,2,3.1499,3
S3Cs2Gd,0.0,2,0.0,3
PdIn5Tm,0.0,2,0.0,3
Li2Cl4Cr,0.358,2,1.1941,3
P2S6SnTl2,0.5171,2,0.7987,3
O6MnSr2Ru,0.0,2,0.0,3
Hg7Br6Ag2P8,0.709231,0,1.445563,5
O2ScSn,0.0,2,0.0,3
Si3RuPa,0.0,2,0.0,3
O2PdCs,0.0,2,0.0316,3
MnRh,0.0,0,0.0,3
Ta5Re,0.0,2,0.0,3
Al2Zr2In,0.0,2,0.0,3
SmIrTl,0.0,2,0.0,3
B6Rh9Er2,0.0,2,0.0,3
ScGePt,0.0,2,0.0,3
Al5Au2Th,0.0,2,0.0,3
Ag3Tb,0.0,2,0.0,3
W3O9,0.5034000000000001,0,1.463176,5
O8S2RbCs,0.0,2,0.0395,3
Ga3Pd2Th,0.0,2,0.0,3
AsRe2,0.0,2,0.0,3
CuAg,0.0,2,0.0,3
Mn2Mo,0.0,2,0.0,3
Cs2AgBiCl6,1.8663,0,2.77,6
MnFeNiGa,0.0,2,0.0,3
O6CrGeSb,0.5264,2,1.6532,3
NiPt7,0.0,2,0.0,3
Cl6KCs2Ho,5.1535,2,5.9012,3
Nb2TcRe,0.0,2,0.0,3
HCo3Ge,0.0,2,0.0,3
CoSn4,0.0,2,0.0,3
KZnSe3In,0.9698,2,1.3891,3
O4SiHf,5.3818,2,5.9587,3
Al3Si2Sm3Au,0.0,2,0.0,3
ZnRh2Er2,0.0,2,0.0,3
AlSe2Sb,0.0,2,0.0,3
H4CoRh3,0.0,2,0.0,3
C2ScTi,0.0,2,0.0,3
P2Se6AgIn,0.4793,2,0.8998,3
MgZrTl2,0.0,2,0.0,3
Ag5Tl,0.0,2,0.0,3
O4SCs,0.0627,2,0.2487,3
KGaSe2,2.344,3,2.6,6
CN2Br2Ba2,3.7471,2,4.2094,3
Co4Ga2La3,0.0,2,0.0,3
LiO6MoHo2,0.0,2,0.3455,3
Be4AlRe,0.0,2,0.0,3
CuBrGd,0.0,2,0.0,3
Li4Mg,0.0,0,0.0,2
F6ScNi,0.0,2,0.0,3
YPt2Tl,0.0,2,0.0,3
Al3DyAu2,0.0,2,0.0,3
MgKCu2As2,0.0,2,0.0,3
O2ZnI2Pb2,2.1305,2,2.512,3
MgGa3Er,0.0,2,0.0,3
Cr8F20,1.250287,0,2.112799,5
Y2CdPb,0.1512,0,0.0,2
Cl9Br2Bi,0.0,2,0.0,3
Al2Ti6Fe,0.0,2,0.0,3
Si2CeOs2,0.0,2,0.0,3
N2NiPu2,0.0,2,0.0,3
AsBa2,0.0,2,0.0,3
NiGe2In3Er3,0.0,2,0.0,3
Sn4Ir2Au,0.0,2,0.0,3
B2Mo,0.0,2,0.0,3
Zn2Sb2Eu,0.0,2,0.0,3
B4W,0.0,0,0.0,6
Cl8PdIn2,1.7147,2,2.1084,3
PmAu3,0.0,0,0.0,3
Si2Mn2Pr,0.0,2,0.0,3
Cs3Cr3F12,2.351343,0,3.954999,5
TiCu2Sn,0.0,0,0.0,3
Se4Cd2Sn,0.6362,2,1.0514,3
CaCdIn2,0.0,2,0.0,3
Al4ScFe2,0.0,2,0.0,3
F6MnBi,0.0,2,0.0,3
Mo4S8Li4,1.043896,0,1.611909,5
Mg2Co,0.0,2,0.0,3
Sc2CuHg,0.0,0,0.0,3
O6Na2Cd2Te,1.4357,2,1.9237,3
CoGe2Lu,0.0,2,0.0,3
Si2Mn3Ho,0.0,2,0.0,3
OSnCe3,0.0,2,0.0,3
Cl6K3Tl,2.5084,2,2.9332,3
NDy2Pb,0.0,2,0.0,3
CuBr6Rb2Sb,0.2709,2,0.4197,3
CoNiTc,0.0,2,0.0,3
YPt2,0.0,0,0.0,3
AlTiRuPt,0.0,2,0.0,3
Ni4LaAu,0.0,2,0.0,3
LiCa2Pd,0.555499999999999,0,0.0,3
SbBa2Hg,0.0,2,0.0,3
O7NaP2Y,5.3843,2,5.988,3
Pd2Pb,0.0,2,0.0,3
ZnRu2La,0.0,2,0.0,3
Ba2Bi2O4I2,2.930198,0,3.946096,5
SiTeTh,0.0,2,0.0,3
Rb4Fe4F16,3.225934,0,4.578993,5
CaPdPb,0.0,2,0.0,3
F8CaTb2,7.0499,2,7.7855,3
As2Ir,0.9159,2,1.0698,3
NaNi2O3,0.0,1,0.0,6
YAg2Eu,0.0,2,0.0,3
NiGaPu,0.0,2,0.0,3
O7Nb2CsTh,0.0,2,0.0,3
PRuPd,0.0,2,0.0,3
Cs2Pt3S4,2.09836,4,2.641189,5
Cu2Sc2O4,2.76514,0,3.932158,5
Se4Ag2BaPb,0.0,2,0.0,3
Ca2NCl,2.371,0,1.53847,4
Be4ZnAg,0.0,2,0.0,3
HPd3Pt,0.0,2,0.0,3
SrSmPb,0.0,2,0.0,3
AlHf,0.0,2,0.0,3
UNiSn,0.0,2,0.0,6
P2Ni2RbY,0.0,2,0.0,3
Fe2In5Hf4,0.0,2,0.0,3
MnHfPt2,0.0,2,0.0,3
I2Zn2Li2O8,3.250361,0,4.416437,5
NiZn2,0.0,2,0.0,3
TeI,0.6219,2,1.1,6
Zn3Te3,0.727267,0,2.1978,5
SnTaIr,0.9429,2,1.1962,3
MnNi4Ho,0.0,2,0.0,3
Ga3Ge2La3Os,0.0,2,0.0,3
O6Na2ClBr,4.633,2,5.1012,3
F3KIBi,2.8852,2,3.2841,3
H3CuGd,0.0,2,0.0,3
KYbSe2,0.0,0,0.0,6
NaPCo,0.0,2,0.0,3
CN3Al4Ti8,0.0,2,0.0,3
TiMnRh2,0.0,0,0.0,2
K6Cu1Si2O8,1.461848,0,3.386042,5
KSrBa,0.0,2,0.0,3
CePb2Ac,0.0,2,0.0,3
PTiTe,0.0,2,0.0,3
Sb2Sm6Re,0.0,2,0.0,3
Ni2Se2O8,2.392874,0,4.030512,5
Mg4SrBa,0.0,2,0.0,3
H8O14P2V2Ni,0.26,2,1.6883,3
Ag4Te8O22,0.860057,0,1.870719,5
ErTmHg2,0.0,2,0.0,3
InHo2Au,0.0,2,0.0,3
P84,1.413056,0,2.115622,5
O7Cu2Ba2NdHg,0.0,2,0.0,3
MgMn4Mo,0.0,2,0.0,3
H6Cs2Pt,3.6917,2,4.1224,3
MgInHg,0.0,2,0.0,3
Br2SnNd2,0.0,2,0.0,3
S2CuIr,0.8557,2,1.3232,3
Al3ZnTa2,0.0,2,0.0,3
I1Sr2H3,2.096099,0,2.951741,5
LiAsRh,0.0,2,0.0,3
LiP2Co2Sm,0.0,2,0.0,3
AlTi3,0.0,2,0.0,3
MgAl,0.0,0,0.0,3
CuGaSe4Cd2,0.1393,2,0.4739,3
Li7N4CuSr2,0.4789,2,0.7479,3
Cu2Zr2Cd,0.0,2,0.0,3
ZnPd2Au,0.0,0,0.0,3
Ba4Fe8S8O4,2.269112,0,2.809364,5
Ni2Pa,0.0,2,0.0,3
Sc2CuLa,0.0,2,0.0,3
Si2CaRu2,0.0,2,0.0,3
O6TiCdLa2,3.1433,2,3.5652,3
Mg2SrY,0.0,2,0.0,3
Cl2Y2Sb,0.0,2,0.0,3
Sc2Mn,0.0,2,0.0,3
SiAgLa,0.0,2,0.0,3
ZnMo2W,0.0,2,0.0,3
Ni2ZnTm2,0.0,2,0.0,3
Li3I5Cs2,3.8168,2,4.5636,3
CO3FKCu,0.0,2,0.0,3
ZnAs4Pr2,0.0,2,0.0,3
Na2S3Sm,0.0,2,0.0,3
S2CuNb,0.0,2,0.1274,3
CaCu2In5,0.0,2,0.0,3
CaNi2Te2,0.0,2,0.0,3
Li2S4VCr,0.0,2,0.0,3
H12O6F6NiSn,1.5155,2,2.7486,3
MgRb2BaBi2,0.0838,2,0.2456,3
Sr2CdPb,0.0,0,0.0,2
O7Ti8Bi,0.0,2,0.0,3
SrAg5,0.0,0,0.0,3
MgLaOs,0.0,2,0.0,3
Ag8P8O24,1.9878809999999991,0,3.788802,5
ScSe3SrAg,0.8104,2,1.1827,3
In3Ir2U3,0.0,2,0.0,3
O2Dy2Bi,0.0,2,0.0,3
Ca12Al8N16,2.26888,0,3.379163,5
O6ZnSr2Os,0.0,2,0.0,3
Si2Fe3Tb,0.0,2,0.0,3
TiTc3,0.0,2,0.0,3
AlBa3,0.0,2,0.0,3
MgSc,0.0,2,0.0,3
SbHf3,0.0,2,0.0,3
O8TiZn4Zr,1.7622,2,2.1506,3
Ti2MnRe,0.0,2,0.0,3
LiCaCu2,0.0,2,0.0,3
LiAlSi,0.112099999999999,0,0.296569,4
F6Cs3Tb,6.1376,2,6.879,3
ZnPb7,0.0,2,0.0,3
H2Li2As,0.0,2,0.0,3
AlPtPa,0.0,2,0.0,3
Cu3SmPt2,0.0,2,0.0,3
ScNiSn,0.0,0,0.0,2
LiCuGaCd,0.0,2,0.0,3
Fe3Cu,0.0,0,0.0,2
Ni2Zn3Pr,0.0,2,0.0,3
PNiIr,0.0,2,0.0,3
Pb2As2O8H2,2.962896,0,4.302123,5
O6KTeBaBi,1.4854,2,1.7753,3
S2KCu3,1.0958,2,1.3068,3
Cu2Sm2Pb,0.0,2,0.0,3
Zr1Mo2O8,2.349391,0,4.337002,5
Ba2SmInSe5,1.077999999999999,0,2.22,6
OSeCd2,0.0342,2,0.2156,3
MgGeLa,0.0,2,0.0,3
H12B12Rb3I,4.608,2,5.2249,3
Nb3Sb,0.0,0,0.0,2
H2SnHf2,0.0,2,0.0,3
Cu2Na4O20C8H8,1.86563,0,4.009864,5
Ru2Ho3Tl3,0.0,2,0.0,3
SeBr2Er2,0.0,2,0.0,3
Cs4S4P4O8,4.068417,0,5.352587,5
C3N4,0.9705,2,1.5023,3
AlScCo4,0.0,2,0.0,3
SiClEr,0.0,2,0.0,3
Co2Ga2Nd,0.0,2,0.0,3
CoBr4Tl2,0.0,2,0.6657,3
FeSe3Ta,0.0,2,0.0,3
Ga2Sn2Pb,0.0,2,0.0,3
NaMgPb2,0.0,0,0.0,3
H8Mg2MnU,0.0,2,0.0,3
F6RhTl3,1.6594,2,2.462,3
Sn3Sb,0.0,0,0.0,2
Al9Co2,0.0,2,0.0,3
F6TiRh,0.0,2,0.4608,3
BeCrRu2,0.0,0,0.0,3
K2Ca1Ni1N6O12,2.155035,0,3.812865,5
B36CSi9Dy2,1.0451,2,1.3008,3
BaTl2Pb2,0.0,2,0.0,3
Na3SbO4,2.1351,0,3.53853,4
MnGa6Th,0.0,2,0.0,3
TlPbAc2,0.0,2,0.0,3
Nb2Os,0.0,2,0.0,3
BrTePt,0.0,2,0.0,3
NRe3,0.0,2,0.0,3
S4FeCu5,0.0,2,0.0,3
In2Bi4Se8Br2,1.152074,0,1.765954,5
Zn4Pr,0.0,2,0.0,3
Mg2ZnPt,0.0,0,0.0,2
ScMnGa5,0.0,2,0.0,3
NaY2Tl2,0.0,2,0.0,3
Pd2LuTh,0.0,2,0.0,3
FeBiPa,0.2161,2,0.298,3
H5CN2Cl3Pb,2.3542,2,2.749,3
P4Fe6Ni,0.0,2,0.0,3
CuTe2,0.0,0,0.0,2
Tl4Pb,0.0,2,0.0,3
SiAuTh,0.0,2,0.0,3
LiIn2Hg,0.0,2,0.0,3
CCl2Dy2,0.748,2,1.0771,3
BGa2Ru2Tm,0.0,2,0.0,3
OK4Br2,0.9874,2,1.3453,3
SiSc2Zn3,0.0,2,0.0,3
RbBi2,0.0,2,0.0,3
Co2CdNd3,0.0,2,0.0,3
Ru7Pt,0.0,2,0.0,3
ZnInGd,0.0,2,0.0,3
ZrSe2,0.799049,4,2.0,6
NaCeTl2,0.0,2,0.0,3
ZnSe4Nb2,0.0,2,0.0,3
LaH2,0.0,0,0.0,6
H2PCr2,0.0,2,0.0,3
LiSiRh2,0.0,2,0.0,3
ZnAg2Pb,0.0,2,0.0,3
Al2Cl8Ag,0.3,2,0.6145,3
H2Ga2Zr,0.0,2,0.0,3
Cd2Pt2Bi,0.0,2,0.0,3
SeBa2Hg,0.0,2,0.0,3
N6Cr2U3,0.0,2,0.0,3
ScLaTl,0.0,2,0.0,3
Te4Au3,0.0,2,0.0,3
GeAgPr,0.0,2,0.0,3
Si2Np,0.0,2,0.0,3
Gd2Se3,0.449,0,2.2,6
W6Cl17P1,0.0138369999999999,0,0.311623,5
Rb3Sb,0.0878,0,0.1095,2
Al2Pt2Au,0.0,2,0.0,3
Fe2GaZr,0.0,2,0.0,3
Mg6Ge3Sr2,0.0,2,0.0,3
K2Se3Ta,0.0,2,0.0,3
H6O6Na2Hf,4.4858,2,5.1941,3
Pb12Bi4S18,0.089123,0,0.4251649999999999,5
Rh2LaHg,0.0,2,0.0,3
Ge2W,0.0,2,0.0,3
NaErTl2,0.0,0,0.0,2
Ga3AsTe3,0.0,2,0.2057,3
Pb4O2F2Cl2,2.521603,0,3.530253,5
KTe6Hf3,0.0,2,0.0,3
LiLaTl2,0.0,0,0.0,3
Ti6CoSe2,0.0,2,0.0,3
Ga3Tm,0.0,2,0.0,3
Al5Ru,0.0,2,0.0,3
Tb2IrAu,0.0,0,0.0,3
K6Cl2Re2F12,1.858004,0,4.193285,5
Cs4Se12B4,1.616093,0,2.623395,5
Mg2Ge2Eu,0.0,2,0.0,3
Rb2TeCl6,2.6398,0,3.02068,4
MnGa2Ta6,0.0,2,0.0,3
KPb2Bi2,0.0,2,0.0,3
RhIn5Er,0.0,2,0.0,3
NaCl6Cs2Bi,3.6815,2,4.0648,3
SSbSm,0.0,2,0.0,3
MnCo2Os,0.0,2,0.0,3
O3TiPu,0.0,2,0.0,3
Si2La2Pb,0.0,2,0.0,3
Li2CaZn,0.0,2,0.0,3
Hf2ReIr,0.0,0,0.0,2
SeBrBa2,0.0,2,0.0,3
LiTcGd2,0.0,2,0.0,3
Li2Cu3Ge,0.0,2,0.0,3
GaGePt6,0.0,0,0.0,3
AlGa2Tb,0.0,2,0.0,3
LiInAu2,0.0,0,0.0,3
TiZnIr2,0.0,2,0.0,3
MgZnPd2,0.0,0,0.0,2
HFCa,4.5343,2,5.1405,3
SiZnLu,0.0,2,0.0,3
CSi2Ni2Er2,0.0,2,0.0,3
Ag8N8O24,1.820196,0,3.669108,5
O2,2.5697,3,0.019133,5
Li2Fe3NiO8,0.0,1,0.0,6
Ce2Cu2Cs2S6,1.187923999999999,0,1.896248999999999,5
I4Nd,0.0,2,0.0,3
Ca4Sb4O14,1.714525,0,3.293801,5
Si3WPt2,0.0,2,0.0,3
RbCd2Sn2,0.0,2,0.0,3
O6Ca2ZnOs,0.0,2,0.0,3
GePd2Tm2,0.0,2,0.0,3
NiSn2Dy6,0.0,2,0.0,3
B2Fe2La,0.0,2,0.0,3
O3MnCu,0.0,2,0.0,3
O6SnTeGd,0.0,2,0.0,3
Zn3Pd2Th,0.0,2,0.0,3
CoGe2Y,0.0,2,0.0,3
O7Ge2ZrBa,3.702,2,4.3249,3
CoZr2Ru,0.0,2,0.0,3
Li11TiSb5,0.1021,2,0.2038,3
GaGd3,0.0,2,0.0,3
SiU2,0.0,2,0.0,3
HCaNi5,0.0,2,0.0,3
KPd2Hg2,0.0,2,0.0,3
O7ScGe2Er,4.0474,2,4.6841,3
NiGaPt2,0.0,2,0.0,3
Cl3MnIn,0.6216,2,1.8544,3
TiI6Cs2,0.7276,2,1.0145,3
O3TcEu,0.0,2,0.0,3
O6MgRePb2,0.0,2,0.0,3
LiCa2Pt,0.7912,0,0.0,2
CAl2Se,1.229,2,1.7279,3
CuPdAu2,0.0,2,0.0,3
Li2RhIn,0.0,2,0.0,3
TiGa2Rh,0.0,2,0.0,3
Si2Sc2La,0.0,2,0.0,3
H2Nb2Au,0.0,2,0.0,3
Cl3KSn,2.5523,2,2.8701,3
S3CuCsPr,0.0,2,0.0,3
SrYAg2,0.0,2,0.0,3
AsPd5Pr,0.0,2,0.0,3
Zn4ZrRh,0.0,2,0.0,3
Ni4Tc5,0.0,2,0.0,3
OZr3Au,0.0,2,0.0,3
CuCdSn,0.0,2,0.0,3
F6Na3Al,6.8437,2,7.7118,3
NbRu8,0.0,2,0.0,3
Al5TbAu2,0.0,2,0.0,3
CY2I2,0.3202,2,0.6976,3
Tl2I6O18,1.966192,0,3.095614,5
NFIn2Tb6,0.0,2,0.0,3
PY2La,0.0,2,0.0,3
NiRu2Ir,0.0,2,0.0,3
NaGeAu,0.0,0,0.0,2
NaPt,0.0,2,0.0,3
Cd2Cr4S8,0.920657,0,1.823787999999999,5
Co2RhPu,0.0,2,0.0,3
Si2RhLa,0.0,2,0.0,3
SeIBi2,0.0,2,0.0,3
Rh2BiAc,0.0,2,0.0,3
Na2Hg2Tl,0.0,2,0.0,3
Co2InPr2,0.0,2,0.0,3
BeCo2Re,0.0,2,0.0,3
Sc3NiZn2,0.0,2,0.0,3
Fe4InTm,0.0,2,0.0,3
Ti2Cu3,0.0,2,0.0,3
Bi4Mn8O20,0.27682,0,1.433355,5
AgInHo,0.0,2,0.0,3
