formula,bg_1,fidelity_id_1,bg_2,fidelity_id_2
NbPt8,0.0,2,0.0,3
MnTmPt2,0.0,2,0.0,3
Ni5Sb,0.0,2,0.0,3
Li4O12MnNbW2,0.0,2,0.0,3
CoNi2Zn,0.0,2,0.0,3
CoY6Sn2,0.0,2,0.0,3
F6Rb3Ir,2.2864,2,2.9965,3
Al3CuGe2Zr3,0.0,2,0.0,3
ClAs2Br,0.617,2,0.955,3
Si3ScCo2,0.0,2,0.0,3
Ru2PdTm3,0.0,2,0.0,3
As2Cd3,0.0,2,0.0,3
InLa2Tl2,0.0,2,0.0,3
Y6RhTe2,0.0,2,0.0,3
PrBi,0.0,0,0.0,3
AgClO4,2.3558,0,3.64867,4
EuHg2,0.0,2,0.0,3
PRhBa2,0.0,2,0.0,3
O3Ca2Cu,0.0,2,0.0,3
Si2Ga3Dy2,0.0,2,0.0,3
Mg2SiIr2,0.0,2,0.0,3
MgZn2Ho,0.0,2,0.0,3
MnAu2Hg,0.0,2,0.0,3
K3Co1N6O12,2.660138,0,4.293992,5
RhTa4,0.0,2,0.0,3
Sc4In,0.0,2,0.0,3
RhPdHf2,0.0,2,0.0,3
Bi2Se3,0.3769,0,0.35,6
S4SrNd2,1.9445,2,2.4193,3
SSb2Te2,0.1615,2,0.0603,3
Re3Ir,0.0,0,0.0,2
AlPm,0.0,2,0.0,3
O3BaNp,0.0,2,0.0,3
PNi5Pb,0.0,2,0.0,3
GeI2Sm2,0.0,2,0.153,3
SiI2Ho2,0.0,2,0.041,3
Mg2NdIr,0.0,2,0.0,3
H2O6P2Sn,4.6057,2,5.3499,3
PGaSe4,1.4445,2,1.8527,3
GaAg2Pm,0.0,2,0.0,3
AgPd(IO3)3,1.4039,0,1.5,6
Zr4Cd,0.0,2,0.0,3
Pd2Na4N8O24,1.811144,0,3.770695,5
Ge2Ru2Tm,0.0,2,0.0,3
PS2Zr2,0.0,2,0.0,3
Ge3Ac,0.0,2,0.0,3
Al8Cu4Pr,0.0,2,0.0,3
As4Cd,0.0,2,0.0,3
Sc5Au,0.0,2,0.0,3
Al3GePr2,0.0,2,0.0,3
RuSnPa,0.0,2,0.0,3
FeCo2Hf2,0.0,2,0.0,3
BeRh5,0.0,2,0.0,3
NaAs2Pd2Dy,0.0,2,0.0,3
LiAsCd,0.0,2,0.3114,3
F4CuCs2,0.0,2,0.1006,3
Cu4ZrTe4,1.1124,2,1.2035,3
Ca2BaHg,0.0,2,0.0,3
Si4Tb3Pt4,0.0,2,0.0,3
LaAu,0.0,0,0.0,2
NaTbHg2,0.0,2,0.0,3
Zn5Pr,0.0,2,0.0,3
Zn2In3,0.0,2,0.0,3
C3N4,0.9705,2,2.652199,5
O6AlRbI,0.0,2,0.0,3
AgTl7,0.0,2,0.0,3
B2Co2Gd,0.0,2,0.0,3
NiBi,0.0,0,0.0,2
H2Nb2Mo,0.0,2,0.0,3
RhTe3Ba,0.0,2,0.0,3
NaPd2In,0.0,2,0.0,3
Ti4CoGe,0.0,2,0.0,3
Ru2SnDy,0.0,2,0.0,3
O6AlICs,0.0,2,0.0,3
Ba6Si6O18,2.135007,0,3.880355,5
Li6PS5Cl,2.2955,0,2.5377,3
Ag2Sn2Tb,0.0,2,0.0,3
Li4P2Ca,0.9861,2,1.4755,3
RhPtAu2,0.0,2,0.0,3
KV4Ag11O16,0.9235,1,2.0,6
Pm3Dy,0.0,2,0.0,3
B4O12Fe3La,0.4488,2,1.4674,3
FeCo2Pr2,0.0,2,0.0,3
Si2RhDy,0.0,2,0.0,3
MnGa3Ge2Th3,0.0,2,0.0,3
Cu3Rh2Nd,0.0,2,0.0,3
PH6NO4,5.3544,0,6.8,6
LiCl2Rb,4.8247,2,5.6236,3
AlTm2Ir2,0.0,2,0.0,3
SiSrPt2,0.0,2,0.0,3
H2O4Se,3.5104,2,4.0211,3
Li3OF3Co,0.0,2,0.0,3
ZnGe2In3Tb3,0.0,2,0.0,3
SrAg4,0.0,2,0.0,3
O6Sr2TmIr,0.0,2,0.0,3
BrAgBa2,0.0,2,0.0,3
Ba2Tl2Pb,0.0,2,0.0,3
SeRu,0.0,2,0.0,3
V2Se3,0.0,2,0.0,3
K2Cu2C4,2.409372,0,3.167162,5
LiF12Al3Cs2,7.1936,2,8.172,3
Mg2Si2K,0.0,2,0.0,3
LiO7As2Dy,3.5434,2,4.1511,3
LaPmIr2,0.0,2,0.0,3
Zn3As2,0.248,0,0.192,2
LiVO3,3.0342,1,3.4501,4
RhHgTl3,0.0,2,0.0,3
O3FeSn,0.0,2,0.0,3
NaCl6CrCs2,1.3914,2,2.7679,3
K3Se2Ag,2.0237,2,2.4655,3
B2PrOs2,0.0,2,0.0,3
SrRhSn2,0.0,2,0.0,3
Be2Nb2Pt,0.0,2,0.0,3
O8NaK3Se2,3.6691,2,4.2469,3
B2N3Sc3Ni2,0.0,2,0.0,3
S2TbAu,0.5926,2,0.7905,3
Li8O5FNi,0.6077,2,1.6157,3
H3NaAu,1.5351,2,1.8464,3
MnIEr,0.0,2,0.0,3
CSiHf2,0.0,2,0.0,3
B2C2La,0.0,2,0.0,3
Se3SbNd4,0.0,2,0.0,3
YSn2Au2,0.0,2,0.0,3
SmHoBi,0.0,2,0.0,3
CSi2Tb2Re2,0.0,2,0.0,3
Se2RbSm,1.7221,2,2.1957,3
MgAlY2,0.0,2,0.0,3
GaAgCd2,0.0,2,0.0,3
In2SmAu2,0.0,2,0.0,3
Al2LuOs,0.0,2,0.0,3
Ta4Na4O12,2.659451,0,3.977051,5
H8Mn2SrRu,0.0,2,0.8804,3
Ni3Ge2Gd,0.0,2,0.0,3
Sn2Pr,0.0,2,0.0,3
ScCuGe,0.0,2,0.0,3
Li2SrHg2,0.0,2,0.0,3
LiZnN,0.5187,0,1.91,6
N2MnRu,0.0,2,0.0,3
In4P4O16,2.551035,0,4.344472,5
CSi2Mn2Ce2,0.0,2,0.0,3
CAlTiTa,0.0,2,0.0,3
CuGaZrTe3,0.0,2,0.0135,3
OsPt2,0.0,2,0.0,3
AlS,1.5867,2,1.9844,3
Ca3Ga4Rh4,0.0,2,0.0,3
F16Ge6,3.991971,0,5.392652,5
P2Co2La,0.0,2,0.0,3
LiAlNd2,0.0,2,0.0,3
KTiCuTe3,0.0,2,0.0,3
Cr2Fe,0.0,0,0.0,3
As2Se3,0.6962,3,1.75903,4
In2SmAu,0.0,2,0.0,3
O8SnTh3,2.7426,2,3.3837,3
MgPb5,0.0,0,0.0,3
B6Ho,0.0,2,0.0,3
Ni4MoW,0.0,2,0.0,3
CuRhGd2,0.0,2,0.0,3
Ag2SbPb2,0.0,2,0.0,3
LiCdSn2,0.0,2,0.0,3
H2,0.0,2,9.232045,5
Li4As2Sm,0.0,2,0.0,3
Ni4HfHg,0.0,2,0.0,3
S2CuPr,1.055,2,1.3487,3
NiICe,0.0,2,0.0,3
C2MnNp,0.0,2,0.0,3
MgScLa,0.0,2,0.0,3
Cu6O4F8H4,2.078911,0,4.388446,5
Mn2Ru,0.0,2,0.0,3
Zn3Ru2Tb,0.0,2,0.0,3
NF3Mg3,3.6717,2,4.3456,3
AlInTe2,0.0,2,0.0,3
SiGe,0.6059999999999991,0,0.7933,3
SrSbAu,0.0,0,0.0,2
Ag2Cd,0.0,2,0.0,3
B6P,2.4757,0,3.3,6
HMgHf3,0.0,2,0.0,3
GeZrTm,0.0,2,0.0,3
SAsBr,1.355,2,1.5681,3
SiScTa,0.0,2,0.0,3
PNiPt5,0.0,2,0.0,3
SnHo3,0.0,2,0.0,3
AlPd2Lu,0.0,2,0.0,3
Fe4RhTa,0.0,2,0.0,3
BeCa2Te2,0.0,2,0.0,3
O6GeTeLa,0.0,2,0.0,3
Si2Fe2Lu,0.0,2,0.0,3
LiAlZnAu,0.0,2,0.0,3
Y16Co2In6,0.048088,0,0.217074,5
F6TaTl2,0.0,2,0.5126,3
MgAlGd2,0.0,2,0.0,3
N3TiSm,0.0,2,0.0,3
Li6PS5I,2.5332999999999988,0,2.0006,2
AlSiU,0.0,2,0.0,3
V3Ru,0.0,0,0.0,2
SiCu2Pr,0.0,2,0.0,3
CClU,0.0,2,0.0,3
Li6Se2Sb,0.0,2,0.0,3
OPCdPr,1.2141,2,1.5663,3
BeAsTe2,0.0,2,0.0,3
SrHg2Pb,0.0,0,0.0,2
S3Rb2Hf,1.787,2,2.1847,3
Cs4S6,1.34442,0,2.41078,5
Rh2AuU,0.0,2,0.0,3
Y(TiGa2)2,0.0,0,0.0,6
B2Rh3U,0.0,2,0.0,3
Ca2InHg,0.0,0,0.0,3
SiScIr2,0.0,2,0.0,3
H4ScNi,0.0,2,0.0,3
O8CaAgW2,0.0,2,0.0,3
Fe4YCe,0.0,2,0.0,3
BaZrS3,0.99,0,1.64467,4
GaRh2Pu,0.0,2,0.0,3
GaHfPt2,0.0,2,0.0,3
Be2AlP2,0.0,2,0.0,3
CuAs2Pb2,0.0,2,0.0,3
PFe2Pm,0.0,2,0.0,3
Cl6K2RhAg,0.5194,2,1.2991,3
B2O6SiCa,5.8152,2,6.6677,3
ClNiSe,0.0,2,0.0,3
PdHo,0.0,2,0.0,3
CsLu7Se11,1.510499999999999,2,1.78,6
LiPdCdIn,0.0,2,0.0,3
Ag4Hg,0.0,2,0.0,3
FK2Rb,0.0,2,0.0,3
SiCl6Rb2,3.1126,2,3.6352,3
Li3Zn4,0.0,2,0.0,3
Tl2Pb,0.0,2,0.0,3
Na11Bi5O16,0.0,0,0.0,6
CrGeRh2,0.0,2,0.0,3
SmPt3Au2,0.0,2,0.0,3
K2BrAg,1.2341,2,1.6849,3
CV2In,0.0,2,0.0,3
ZnSe4SnCs2,1.6165,2,1.9783,3
Ca2Ir2Pb,0.0,2,0.0,3
Ti2FeCo,0.0,0,0.0,2
RuSn2Tb6,0.0,2,0.0,3
Cd2Ga4O8,1.57759,0,3.091139,5
O3BrCs,3.8975,2,4.2945,3
F6MnRh,0.0,2,0.0,3
SnSbHf,0.0,2,0.0,3
O2NaY,4.2935,2,4.9753,3
HAgCs3,0.0,2,0.0,3
CaZnRh,0.0,2,0.0,3
Ta1K3O8,2.981913,0,5.25235,5
Mg3Tl5,0.0,2,0.0,3
La6In2Be2S14,1.635174,0,2.472746,5
Be4ScRh,0.7926,2,0.861,3
Ga3CdBa,0.0,2,0.0,3
NiRh2Tb2,0.0,2,0.0,3
Cu4NdTl,0.2347,2,0.3742,3
Rh4Sb4S4,0.913335,0,1.483703999999999,5
Cu3Er2,0.0,2,0.0,3
LiAs2Pd2Tb,0.0,2,0.0,3
Ga2LuPt,0.0,2,0.0,3
O3ScTb,3.1771,2,3.673,3
O6Na3Mg2Bi,1.9314,2,2.3564,3
GeY2Rh2,0.0,2,0.0,3
Te2Au,0.0,3,0.0,6
CoGa2Sr,0.0,2,0.0,3
Zn2NdAu3,0.0,2,0.0,3
Mg2Lu4Se8,1.389553,0,2.312051,5
Al3LaPt2,0.0,2,0.0,3
ZnSb2La,0.0,2,0.0,3
P2Mn2Np,0.0,2,0.0,3
ScZr2Re,0.0,2,0.0,3
Ca3Co4Ga2,0.0,2,0.0,3
B2O5MgMn,1.8077,2,2.9968,3
Cu2GeTm,0.0,2,0.0,3
CMgPr2,0.0,2,0.0,3
Li2OF2Ni,0.0,2,0.4483,3
F5Cr2,0.1833,2,0.591,3
Ni3Rh,0.0,0,0.0,2
NaAg2Cd2,0.0,2,0.0,3
Sc3IrPt2,0.0,2,0.0,3
AsErIr,0.0,2,0.0,3
BCo3In,0.0,2,0.0,3
O3ErLu,4.5908,2,5.2602,3
Cd3Pb5,0.0,2,0.0,3
LiSrHg,0.0,2,0.0,3
SrIn2,0.0,2,0.0,3
CrGa5Sm,0.0,2,0.0,3
OAlTb3,0.0,2,0.0,3
Na2AgSb,0.5511,2,0.8254,3
OAs2Rb2Y2,0.0,2,0.1688,3
F6Cs2Os,0.0,2,0.0,3
Sr4V2(Se2O7)3,2.7193,1,2.66,6
AlNi2Hf,0.0,2,0.0,3
CoNiIr,0.0,2,0.0,3
O7P2Ge,4.1589,2,4.8885,3
Cd2CsPb2,0.0,2,0.0,3
Sc5Pb,0.0,2,0.0,3
Ca1S4O16H6,4.289493999999999,0,6.600708,5
Br,1.3462,2,1.706,3
Ni2PO5,0.0,1,0.0,6
S4Cr2Ni,0.0,2,0.0,3
Sn2Tm6Pt,0.0,2,0.0,3
Cs6Bi4I18,2.358788,0,2.97118,5
Ni2CuZn,0.0,2,0.0,3
Sn6In4S14,0.486824,0,0.989536,5
Pd5Lu,0.0,2,0.0,3
Cu2PrTl,0.0,2,0.0,3
SiMoIr2,0.0,2,0.0,3
TiCoGe,0.0,0,0.0,3
SrPd3,0.0,2,0.0,3
Sc2Ru2La,0.0,2,0.0,3
O6Sr2InSb,1.8482,2,2.4257,3
SiYI,0.0,2,0.0,3
Ge2InSm2,0.0,2,0.0,3
I2Gd2Bi,0.0,2,0.0,3
InPb3,0.0,2,0.0,3
S2TiSn,0.0,2,0.0,3
Mn2AsPm,0.0,2,0.0,3
LiMnSe2Cs,0.5171,2,1.3637,3
Ni2CuSb,0.0,2,0.0,3
NaZrTe2,0.0,2,0.0,3
Si2RuDy,0.0,2,0.0,3
Pd2Sb2Ba,0.0,2,0.0,3
Se2AgTb,0.9292,2,1.296,3
O6NiCuPr2,0.0,2,0.0,3
K2AuHg,0.0,2,0.0,3
CoGe2,0.0,0,0.0,3
RhCdSn2,0.0,2,0.0,3
O2Cl2CuBa2,0.0,2,0.0,3
LiAg2Au,0.4872,0,0.0,2
Mg2CuZr,0.0,2,0.0,3
Na2MgCl4,4.9056999999999995,0,5.7912,3
MgZnSr,0.0,2,0.0,3
Mg2ZnRh,0.0,0,0.0,3
CrCoPt2,0.0,2,0.0,6
CeAuBi,0.0,2,0.0,3
HNSr,1.1476,2,1.6344,3
O6GeTeEu,0.0,2,0.0,3
FeCoGaRu,0.0,2,0.0,3
Cd3Te4Cs2,1.5408,2,2.0083,3
Al3Si2PtU3,0.0,2,0.0,3
Mg3Pd2Pr,0.0,2,0.0,3
Li2O4Te,2.4405,2,2.9702,3
O3GeCd,1.569,2,2.1352,3
TiCuPdIn,0.0,2,0.0,3
Ni2Rh3Np,0.0,2,0.0,3
Si4Mn3FeNd2,0.0,2,0.0,3
S3Cs2,1.3177,2,1.7011,3
Rh2TmLu,0.0,2,0.0,3
Ta1Cu3Te4,1.260778,0,1.8420059999999991,5
CuAg2Au,0.0,2,0.0,3
AlCl3,5.3169,2,6.0235,3
Ni7(P2O7)4,0.0,1,0.0,6
B2Mn2Nb,0.0,2,0.0,3
Ga2Hf2Pt,0.0,2,0.0,3
CdSmAu,0.0,2,0.0,3
Cu3Zn1O6H6Cl2,1.449344999999999,0,3.613375,5
CaRhPb2,0.0,2,0.0,3
Bi8Mn8O24,0.5293249999999999,0,1.603871,5
O6Na3Cd2Bi,0.8318,2,1.2144,3
NaNi4As2,0.0,2,0.0,3
O6KSe2Rb3,4.2358,2,4.6147,3
Si2MnPdCe,0.0,2,0.0,3
AlTi2Cr,0.0,2,0.0,3
Y3Eu,0.0,2,0.0,3
CaAsAu,0.0,0,0.0,2
N2RhCe2,0.0,2,0.0,3
MgGaRh,0.0,2,0.0,3
OK2As2Hf2,0.0,2,0.0,3
N3Mg2Os,0.0,2,0.0,3
LiO4TiLa,2.3162,2,2.7335,3
NaIn3,0.0,2,0.0,3
Ag2LaEr,0.0,2,0.0,3
As2Ru2Ce,0.0,2,0.0,3
K2CuBr6Tl,0.0,2,0.0,3
NiGe2Ce,0.0,2,0.0,3
TiBr4Cs2,0.0,2,0.0,3
CW2,0.0,2,0.0,3
Cl3RbBa,5.2062,2,5.8258,3
LiF4Gd,4.7251,2,6.5109,3
Ga2Ag3La,0.0,2,0.0,3
H8Mg2ScCr,0.0,2,0.0,3
Cd3P2,0.0018,0,0.5,6
KTiCoSe3,0.0,2,0.0,3
Na8Mn4O10,1.804642,0,3.203366,5
CoSnNd,0.0,2,0.0,3
PdSbPa,0.0,2,0.0,3
SrHg4Pb,0.0,2,0.0,3
SiMoHf,0.0,2,0.0,3
V2OsRu,0.0,0,0.0,6
O4RuTa,0.0,2,0.0,3
Pt2Au3,0.0,2,0.0,3
B3FeNb,0.0,2,0.0,3
Pd3BaTl2,0.0,2,0.0,3
NiSnLa,0.0,2,0.0,3
Ca2LaPt2,0.0,2,0.0,3
O26Te12Zn2,3.018439,0,4.172314,5
LiSmHg2,0.0,2,0.0,3
Al2ScIr2,0.0,2,0.0,3
Al5CaCu2,0.0,2,0.0,3
Ni4RhPt,0.0,2,0.0,3
Rh2HgPa2,0.0,2,0.0,3
HfRe2,0.0,2,0.0,3
Nb2Rh2In,0.0,2,0.0,3
CrGaTc,0.0,2,0.0,3
GeHoPt,0.0,2,0.0,3
Bi4Br12,2.829356,0,3.63016,5
S2ErTl,1.3373,2,1.6912,3
TaTl3S4,2.5325,0,3.21411,4
Ta4Cl28S4O4,2.793018,0,3.959693,5
Ni2Ta2Os,0.0,2,0.0,3
Li4Au5,0.0,2,0.0,3
Sc2I2Bi,0.0,2,0.0,3
LiPNi2,0.0,2,0.0,3
Rb1Au1C2,2.081914,0,2.97581,5
CaCuGe2,0.0,2,0.0,3
Se,1.7696,0,0.6347,2
NiZrPt2,0.0,2,0.0,3
MgSe2Sr,2.1538,2,2.7308,3
Y6RuPb2,0.0,2,0.0,3
CoDy2Pt,0.0,2,0.0,3
NaZnHg2,0.0,2,0.0,3
Si4RbPt4,0.0,2,0.0,3
Mg2Pt,0.0,0,0.0,2
CoRh7,0.0,2,0.0,3
Al5CuLu,0.0,2,0.0,3
AsS,1.9674,0,2.21553,4
O3CoTe,0.0,2,0.8971,3
AlSiNp,0.0,2,0.0,3
Dy5Pt2Bi,0.0,2,0.0,3
Cr4TaW,0.0,2,0.0,3
Li2ScTl,0.0,2,0.0,3
GdDy,0.0,0,0.0,2
Na2Zn(GeSe3)2,1.3476,0,2.36,6
V2Rb2Se2O18H12,2.735648,0,4.133687,5
Mg3CuSe3,0.0,2,0.0,3
SiP,1.0708,2,2.0,6
Li2N2Ge,2.8476,2,3.2659,3
OFP,3.9081,2,4.3334,3
Cd2CsHg2,0.0,2,0.0,3
TcOs3,0.0,0,0.0,3
F6NaK2In,5.396,2,6.2533,3
LiO4SiTi,0.0,2,0.0,3
HSiFe3,0.0,2,0.0,3
Si4P4Ru,1.4604,0,1.3858,2
Co2CuTb2,0.0,2,0.0,3
P2Pd2Sm,0.0,2,0.0,3
O6NdBi2,0.0,2,0.0,3
ZnCe3,0.0,2,0.0,3
CuTb2Ir,0.0,2,0.0,3
Pd2AgPb2,0.0,2,0.0,3
Co4Cl8O4H8,2.288679,0,3.929639,5
CoGeNd,0.0,2,0.0,3
B2N3Pr3Ir2,0.0,2,0.0,3
CoTa,0.0,2,0.0,3
C2ClDy2,0.0,2,0.0,3
NiSb2Tb2,0.0,2,0.0,3
KAgO,1.4858,0,2.4598899999999997,4
RhSnLu,0.0,2,0.0,3
Co2As2Th,0.0,2,0.0,3
N2Ca2Mo,0.0,2,0.0,3
O6Na2Co2Te,0.0099,2,0.2747,3
AsY2I2,0.0,2,0.0,3
Al2S3,2.9293,2,4.1,6
Br2SnHg,1.9123,2,2.3989,3
B2O6MgSr2,4.645,2,5.396,3
CuZrPd2,0.0,2,0.0,3
Ru2InTb2,0.0,2,0.0,3
Ni2YPt3,0.0,2,0.0,3
O7K2CaTa2,1.998,2,2.4715,3
ScTlSe2,1.42285,4,0.79,6
LiAl4Gd,0.0,2,0.0,3
MgCu4Cd,0.0,2,0.0,3
F6LaPu,0.0,2,0.0,3
La2Ge2K2Se8,1.406279,0,2.218364,5
P2Ni4Pr,0.0,2,0.0,3
Cl3Hf,0.0,2,0.0,3
TcRu5,0.0,2,0.0,3
Ti3Mn2Cd,0.0,2,0.0,3
CaRbI3,3.4482,2,4.0014,3
SiBaAu3,0.0,2,0.0,3
Ag2CsTl2,0.0,2,0.0,3
O7CaMnGe2,1.0481,2,1.9326,3
Pd3SnPr2,0.0,2,0.0,3
AlCoRh2,0.0,2,0.0,3
Ni2Mo3N,0.0,0,0.0,6
B2O6Sr2Cd,3.1531,2,3.7792,3
O2MnAsBr,1.7819,2,2.7825,3
SnPt3,0.0,0,0.0,3
Na2CsBi2,0.0,2,0.0,3
Te5Dy2,0.0,2,0.0,3
CClGd,0.0,2,0.0,3
O2NaPu,0.0,2,0.0,3
AsNdTm,0.0,2,0.0,3
Sr2Pt2Pb,0.0,2,0.0,3
Al9Lu2Ir3,0.0,2,0.0,3
BNHoIr,0.0,2,0.0,3
F7K3Fe2,0.0,2,0.4438,3
S4Fe3Cs2,0.0,2,1.7289,3
Ti2CoOs,0.0,0,0.0,3
MgCd2Sb,0.0,2,0.0,3
Li4B2O6Mn,1.7768,2,2.961,3
LiGa2Ru,0.0,0,0.0,2
Ru4In12,0.2237559999999999,0,0.564726,5
RhIn5Th,0.0,2,0.0,3
Ni4ZrIn,0.0,2,0.0,3
Co2GeLa,0.0,2,0.0,3
GePrTa,0.0,2,0.0,3
Al5PrIr2,0.0,2,0.0,3
ClCs2Tl2,0.0,2,0.0,3
NaSr2Pt2,0.0,2,0.0,3
InHg2Tl,0.0,2,0.0,3
AsRbSn,0.3366,2,0.5003,3
O3ClSeBi,3.3867,2,3.7082,3
NZr2Sn,0.0,2,0.0,3
Pd4Sn6Pr,0.0,2,0.0,3
ZnTb6Bi2,0.0,2,0.0,3
Ba4LiGa5Se12,1.7354,0,2.65,6
Mg(InS2)2,1.764399999999999,0,2.25505,4
F6Na2Sc,0.0,2,0.0,3
Ca(SmS2)2,2.2597,0,2.05,6
GaRh2Lu2,0.0,2,0.0,3
Cl3CaGa,3.4364,2,4.0205,3
Al3Ag2Eu,0.0,2,0.0,3
Ca2AgSn,0.0,0,0.0,2
MnZnTc,0.0,2,0.0,3
LiCl6ZrCs2,0.0,2,0.0,3
O6Zn2Rb2Te,2.0617,2,2.5851,3
Ni2Sb4O12,1.090984,0,2.8562659999999997,5
PK3Se3,1.6925,2,2.1645,3
CaNi4Zr,0.0,2,0.0,3
Ge2PrTh,0.0,2,0.0,3
SmAuHg2,0.0,2,0.0,3
O6MoPr2,3.5972,2,3.8906,3
YRu2Hf,0.0,2,0.0,3
H6Sr2Cd,0.7718,2,1.3842,3
Ni3Rh2Lu,0.0,2,0.0,3
O8KMo2Nd,4.0629,2,4.4846,3
HNCa,1.4429,2,1.9422,3
NaCu2As2Y,0.0,2,0.0,3
Ge3RhLa,0.0,2,0.0,3
B4Rh5Er2,0.0,2,0.0,3
Ni4Zr3In2,0.0,2,0.0,3
Cs4D8Pd2,2.95665,0,4.177549,5
Zr2InRe,0.0,2,0.0,3
ZrRh2Sn,0.0,2,0.0,3
Pr3I,0.0,0,0.0,6
Cr3Mn4,0.0,2,0.0,3
CuPt8,0.0,2,0.0,3
SbPb4,0.0,0,0.0,3
ClBr,1.7374,2,2.1149,3
AgLa2Hg,0.0,2,0.0,3
ScAsLa,0.0,2,0.0,3
Sn2DyHg,0.0,2,0.0,3
SiCe,0.0,2,0.0,3
Mn3Zn5,0.0,2,0.0,3
CoIn2Ho,0.0,2,0.0,3
ZrRuTa2,0.0,2,0.0,3
PRhLa,0.0,2,0.0,3
Mg2LaTl2,0.0,2,0.0,3
Eu,0.0,2,0.0,3
KNaSe,2.0175,0,3.22425,4
Ga3BaRe,0.0,2,0.0,3
O6MnCuSr2,0.0,2,0.0,3
Sn2PrIr2,0.0,2,0.0,3
Ni1O2,1.495711,0,2.798005,5
NiTe2Pa6,0.0,2,0.0,3
S4Rb3Ta,2.5464,2,2.9383,3
HOClCa,5.3267,2,6.1518,3
LiP2Ni2,0.0,2,0.0,3
H3LiO7As2,3.4158,2,3.9672,3
MnYIn5,0.0,2,0.0,3
Ni2CdPa2,0.0,2,0.0,3
B6Cr2Pu,0.0,2,0.0,3
CrBr2,0.0,0,0.222,2
InTh2,0.0,2,0.0,3
Hg4P4O18H8,1.925094,0,3.554693,5
Na2Ga2GeS6,2.6215,0,3.29,6
Be2As2Ho,0.0,2,0.0,3
F6NaK2Ti,0.0,2,0.0,3
FeDy2Os2,0.0,2,0.0,3
Ru2HfPt,0.0,2,0.0,3
OAs2Rb2La2,0.0,2,0.0,3
CF2Gd2,0.6344,2,0.7811,3
BNRuTb,0.0,2,0.0,3
PIr2,0.0,0,0.0,2
NMn3Ni,0.0,2,0.0,3
V3Mo,0.0,0,0.0,2
Dy4CdRh,0.0,0,0.0,6
ScPdSn,0.0,2,0.0,3
LiSiSm,0.0,2,0.0,3
GeSb2Au,0.0,2,0.0,3
MgSi2Pd,0.0,2,0.0,3
SiI3,2.7182,2,3.1802,3
ONaCu,1.2505,2,1.7177,3
CLa3Bi,0.0,2,0.0,3
H3CO3,3.3732,0,3.4251,2
P4Cu2Sr3Cd2,0.2379,2,0.525,3
Sr2SnS4,2.4784,0,3.1261,4
K3UF3,0.0,0,0.0,6
ClCuIn2Te3,0.7405,2,0.9883,3
MgRu2Ho3,0.0,2,0.0,3
Ti2Cd,0.0,0,0.0,3
Sc6Te2Os,0.0,0,0.0,6
CdI,0.9902,2,1.4046,3
Na2As2Ba,0.0,2,0.0,3
Li2O4TiNi,0.6001,2,1.1106,3
Se2BrIn,0.0,2,0.0129,3
Pd3Ce,0.0,2,0.0,3
O5PW,0.0,2,0.0,3
Ni2Au4F16,1.761301,0,3.567521,5
PdBi2U,0.0,2,0.0,3
LiIn4Ce,0.0,2,0.0,3
Be4Zr,0.0,2,0.0,3
ZnIr2Pu,0.0,2,0.0,3
Si2HoAu,0.0,2,0.0,3
ScSe2Y,0.0,2,0.0,3
KNiSe2,0.0,2,0.0,3
ClKCu2Br2,1.7678,2,2.1782,3
Cu2RhEr,0.0,2,0.0,3
V2Ga4Lu,0.0,2,0.0,3
Cl8Br3Sb,1.5424,2,1.9661,3
Rb3Sm,0.0,0,0.0,6
Ni2Sb2Ce,0.0,2,0.0,3
NaAg2Sn,0.0,2,0.0,3
V3CrGaSe8,0.0,2,0.0,3
EuAu5,0.0,2,0.0,3
MgPrIr,0.0,2,0.0,3
NSrPd,0.0,2,0.0,3
O6TiSr2W,0.0,2,0.0,3
Ga1N1,1.539797,0,2.731621,5
Ga2Pd2Sm,0.0,2,0.0,3
C2Ti3Sn,0.0,2,0.0,3
AgTb2,0.0,2,0.0,3
NiPt4U,0.0,2,0.0,3
Se2AgEu,0.0,2,0.0,3
AlTiSb,0.0,2,0.0,3
Rh2CdW,0.0,2,0.0,3
Tb3Si,0.0,0,0.0,6
MoPt3,0.0,0,0.0,3
Ag5Th,0.0,2,0.0,3
HLiS,3.3584,2,3.9399,3
O6Sr2RhHo,0.0,2,0.0,3
Ag4Ca4Sb4,0.0,0,0.367644,5
BNdPt4,0.0,2,0.0,3
InAu3,0.0,0,0.0,6
ScZrIn,0.0,2,0.0,3
La4Ba1Cu5O12,0.235567,0,2.156814,5
BNaRh3,0.0,2,0.0,3
H3LiRh,0.0,2,0.0,3
LiZnLa,0.0,2,0.0,3
CoPd3,0.0,2,0.0,3
Sc2BaBi2,0.0,2,0.0,3
MgCu4,0.0,2,0.0,3
C4RhBa3,0.0,2,0.0,3
N3LuW,1.7054,2,2.013,3
NEr,0.0,2,0.3583,3
B2CaCo2,0.0,2,0.0,3
N2PrEr,0.0,2,0.0848,3
Pd7Ce,0.0,2,0.0,3
Cl2In2Hg,0.5506,2,0.8396,3
O5PMn2,0.0,2,0.0,3
LiSi,0.0,2,0.0454,3
K2CoBr4,0.0,2,0.0,3
Al3Ru2,0.0,0,0.0,2
MgGaLu,0.0,2,0.0,3
Sb1Ni2Li3O6,2.937024999999999,0,4.110841,5
BSm2Ir6,0.0,2,0.0,3
S4NiCu4,0.0,2,0.0,3
